,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
1696,1188,3794.965,3035.283,20.270500000000002,0.0134,20.074999999999996,0.0273,19.476,0.0198,0.5763,-0.0083,204.18488702040113,-29.822755134666192,7.0614974797112495
1704,1153,4083.953,3035.556,21.433500000000002,0.0292,21.213,0.0555,20.407,0.0335,0.4587,-0.2020,204.17008252187725,-29.822742764555958,8.066516697093848
1715,1148,3839.972,3035.945,20.8545,0.0157,20.792,0.0333,19.982,0.0230,0.4323,-0.0027,204.18258136628782,-29.82272578407624,7.2161505362951885
1730,1242,4328.285,3036.338,22.6155,0.0619,22.281,0.1097,21.774,0.0960,0.5277,-0.3310,204.15756570422644,-29.822706521215526,8.950293227826675
1740,22118,3585.446,3036.691,20.887500000000003,0.0169,20.664,0.0372,19.735,0.0192,0.4790,-0.1830,204.19562041064026,-29.822691696496733,6.374415364063068
1753,1175,4275.988,3037.214,21.198500000000003,0.0218,20.966,0.0427,20.224999999999998,0.0273,0.4963,0.0603,204.16024482114256,-29.82266800557218,8.7613537490297
1758,22117,3563.772,3037.297,21.183500000000002,0.0207,21.1,0.0489,20.137999999999998,0.0256,0.4750,-0.1100,204.19673073760234,-29.822664624648535,6.306954637597906
1776,1222,3835.248,3037.708,21.3655,0.0243,21.558,0.0701,20.805,0.0459,0.4597,0.0797,204.18282336840673,-29.82264742289139,7.204486515812564
1779,22139,3764.930,3037.770,21.0285,0.0200,20.802,0.0494,19.841,0.0221,0.4810,-0.0293,204.18642566895625,-29.822644531273312,6.966686005258897
1780,22171,3590.624,3037.833,21.3215,0.0228,21.762,0.0824,21.250999999999998,0.0572,0.4600,0.0607,204.19535514026416,-29.822640972667383,6.394199140180954
1783,22121,3743.581,3037.906,20.6685,0.0164,20.277,0.0291,19.567999999999998,0.0190,0.5203,-0.1067,204.18751935026182,-29.822638426182436,6.895528125802268
1789,1197,3351.090,3038.036,21.4755,0.0283,21.341,0.0632,20.608,0.0393,0.5250,0.2177,204.2076261541852,-29.822629928444155,5.658978651965656
1792,22143,4019.930,3038.105,21.125500000000002,0.0200,20.856,0.0441,20.073999999999998,0.0258,0.4830,-0.0393,204.17336234803318,-29.82262967045574,7.845871440951731
1800,1257,4082.415,3038.414,20.6655,0.0171,20.488999999999997,0.0319,19.768,0.0210,0.4730,-0.1763,204.17016132371285,-29.8226157479778,8.067632504350355
1829,22189,3807.879,3039.709,20.704500000000003,0.0169,20.564999999999998,0.0353,20.439999999999998,0.0233,0.4613,-0.2127,204.18422544298954,-29.822558448224935,7.116560809645064
1842,1240,4202.376,3040.085,21.2645,0.0223,21.063000000000002,0.0513,20.308,0.0284,0.5210,0.0913,204.16401588966525,-29.8225409019275,8.500940865943877
1844,22176,4028.481,3040.131,21.102500000000003,0.0193,20.957,0.0479,20.261,0.0288,0.4760,-0.0433,204.17292429739425,-29.822539604694214,7.8807684885598865
1847,1284,3878.979,3040.228,21.7145,0.0325,21.659999999999997,0.0750,21.08,0.0521,0.4747,0.1737,204.18058308439254,-29.822535458238843,7.360492875310901
1849,22227,3421.363,3040.413,21.291500000000003,0.0249,20.990000000000002,0.0531,20.328,0.0312,0.5003,-0.1507,204.2040261341977,-29.822524994755163,5.874719216166388
1858,22182,3431.089,3040.704,21.0305,0.0213,21.119,0.0579,20.057,0.0264,0.5500,0.1820,204.20352788131208,-29.822512152103506,5.904945358765466
1877,1271,3603.273,3041.492,21.6685,0.0312,21.561999999999998,0.0686,20.956,0.0501,0.4683,0.2093,204.19470712378273,-29.822478425723656,6.44500729179795
1910,22211,3690.543,3042.968,19.6765,0.0080,19.658,0.0171,18.784,0.0101,0.4497,-0.2123,204.1902363946181,-29.822413258780045,6.733034298923595
1916,22206,3117.813,3043.230,22.230500000000003,0.0787,,,21.041,0.0730,0.5950,-3.7215,204.21957653683745,-29.822396025036753,5.03947057456741
1921,22223,4271.525,3043.470,20.7515,0.0146,20.630000000000003,0.0311,19.898,0.0218,0.4667,-0.1853,204.16047350812013,-29.822389994314506,8.758642834932258
1929,1315,3696.989,3043.712,21.616500000000002,0.0353,21.476999999999997,0.0643,20.726,0.0430,0.4460,-0.0523,204.1899061717008,-29.822380218134292,6.756268732827275
1930,1302,4208.590,3043.748,22.125500000000002,0.0444,21.866999999999997,0.0849,21.162,0.0601,0.4973,0.1213,204.16369758069266,-29.822378064190932,8.531458263145398
1934,22229,3543.458,3043.864,20.9435,0.0156,20.869999999999997,0.0410,19.75,0.0177,0.4600,-0.0887,204.19777134480015,-29.822372619772292,6.261308658868771
1935,22238,4201.854,3043.883,20.9765,0.0209,20.854999999999997,0.0510,19.938,0.0240,0.5413,0.0780,204.164042657297,-29.822372105088764,8.507474067400901
1965,1368,4173.816,3044.889,22.047500000000003,0.0350,21.877000000000002,0.0859,21.149,0.0579,0.4637,-0.0273,204.16547901028088,-29.8223275545796,8.408861646857662
1969,1313,3506.388,3044.965,21.727500000000003,0.0267,21.625,0.0714,20.462,0.0320,0.4933,-0.0517,204.1996703780345,-29.822323413135674,6.148457633859559
1974,22253,3446.448,3045.038,21.8455,0.0340,21.574999999999996,0.0714,20.684,0.0368,0.4757,-0.2953,204.2027410161083,-29.822319669307866,5.964434175334012
1975,22252,3434.464,3045.069,21.6185,0.0285,21.728,0.0811,20.756999999999998,0.0399,0.4990,-0.1740,204.20335493859656,-29.822318183170008,5.928212197643089
1990,22255,3561.921,3045.522,21.1035,0.0196,21.0,0.0387,20.211,0.0264,0.4383,0.1420,204.19682549903118,-29.82229905688806,6.3243604646423766
2002,1331,3799.528,3045.887,21.831500000000002,0.0343,21.68,0.0699,21.019,0.0517,0.4340,0.2513,204.18465323975332,-29.822283854914726,7.1041851610513795
2025,22284,3281.576,3046.667,20.7545,0.0218,20.546,0.0504,19.7,0.0225,0.6653,0.0183,204.21118714445794,-29.822245529467242,5.487113795731137
2034,22282,3202.371,3047.027,19.9795,0.0120,20.116,0.0327,19.331,0.0161,0.5377,0.0173,204.21524469155878,-29.822228502618866,5.271445943680882
2050,22309,4182.940,3047.847,21.9055,0.0343,21.83,0.0826,21.146,0.0520,0.4953,-0.3077,204.1650116201965,-29.82219603737564,8.448256013956335
2051,22296,3376.995,3047.881,20.640500000000003,0.0146,20.366999999999997,0.0349,19.535999999999998,0.0162,0.4893,-0.1347,204.20629895805115,-29.822192646339747,5.7652709139458915
2074,1414,3710.497,3048.705,20.328500000000002,0.0136,20.000999999999998,0.0276,19.091,0.0151,0.5443,0.0590,204.18921415477524,-29.822158358905863,6.814213265524766
2076,22323,4055.100,3048.766,21.1305,0.0242,21.085,0.0588,20.352999999999998,0.0333,0.5613,0.1237,204.1715606726098,-29.82215575131844,7.994946771803383
2079,22324,4161.445,3048.796,20.904500000000002,0.0204,20.741999999999997,0.0376,19.875999999999998,0.0243,0.5160,-0.2170,204.1661127820847,-29.822153976076702,8.373281910351784
2088,1407,3462.473,3049.080,21.7835,0.0328,21.653999999999996,0.0673,20.755,0.0429,0.4850,0.0133,204.20192003868004,-29.822140165359855,6.02523739407803
2094,22328,3257.584,3049.299,21.166500000000003,0.0240,20.789,0.0494,20.0,0.0250,0.5190,0.1923,204.21241618012792,-29.822128253765523,5.428817910771053
2099,22347,3562.814,3049.535,21.3455,0.0275,21.103,0.0520,20.111,0.0270,0.4793,0.1220,204.1967797213294,-29.822120707281936,6.338582088432653
2101,22316,3439.792,3049.576,20.861500000000003,0.0177,20.765,0.0386,19.881999999999998,0.0227,0.5137,-0.1440,204.2030819459285,-29.822117920622915,5.957808541492589
2118,1439,4219.642,3050.315,21.2175,0.0215,21.073999999999998,0.0485,20.242,0.0275,0.4543,-0.2010,204.16313145058854,-29.822086128522653,8.5858509696589
2124,1449,3771.297,3050.449,21.4965,0.0294,21.345,0.0678,20.726,0.0389,0.4857,-0.1133,204.1860994591698,-29.822081036567937,7.021085674283441
2130,1479,3494.968,3050.646,21.6265,0.0306,21.570999999999998,0.0676,20.738,0.0416,0.4877,0.0653,204.2002553558714,-29.822070834619602,6.129625917897571
2132,1599,4077.033,3050.675,20.849500000000003,0.0170,20.689999999999998,0.0414,19.862,0.0228,0.4770,-0.1747,204.17043708653617,-29.822070834036634,8.076950008427762
2138,22350,3628.120,3050.941,20.7905,0.0148,20.653999999999996,0.0383,19.21,0.0157,0.4813,-0.1927,204.19343418807279,-29.822058608844607,6.551261335725757
2141,1404,3392.067,3051.006,21.9285,0.0377,21.863,0.0809,20.9,0.0444,0.4690,-0.1460,204.2055268065216,-29.82205391041832,5.8193312120006135
2142,22321,3846.996,3051.010,22.0345,0.0436,21.616999999999997,0.0651,20.424,0.0302,0.4090,0.1580,204.1822215180213,-29.822056236158947,7.278201129175574
2152,22359,4420.931,3051.359,22.2255,0.0470,21.893,0.0833,21.253,0.0657,0.5723,0.1197,204.1528197455172,-29.8220380487275,9.321715989197946
2155,22351,3756.052,3051.393,21.5015,0.0267,21.433999999999997,0.0646,20.935,0.0496,0.4547,0.2037,204.1868804334428,-29.822039040548407,6.972589323368425
2163,22367,3979.448,3051.625,20.3035,0.0119,20.168,0.0243,19.367,0.0159,0.4800,0.1700,204.17543621355117,-29.822028862984588,7.736265654988581
2167,1418,3895.572,3051.695,21.7195,0.0325,21.525999999999996,0.0634,20.756,0.0410,0.4590,0.0423,204.17973304664633,-29.822025817363844,7.44606409668979
2168,22370,4129.644,3051.853,20.2845,0.0129,20.134999999999998,0.0318,19.255,0.0158,0.5737,0.0913,204.16774191445742,-29.822018264997062,8.266582314579065
2169,22388,4373.024,3051.878,21.2935,0.0266,21.152,0.0510,20.21,0.0345,0.4947,-0.2570,204.15527394979165,-29.822015454466115,9.146888299116423
2171,22369,4067.055,3052.000,21.239500000000003,0.0212,21.104,0.0417,20.36,0.0297,0.4433,-0.0780,204.17094824879385,-29.822011979473285,8.044746306146903
2178,22379,3491.249,3052.355,21.541500000000003,0.0241,21.705999999999996,0.0678,20.619,0.0350,0.4403,-0.1230,204.2004458585159,-29.82199484931923,6.123155559842318
2184,22365,3762.881,3052.587,21.1235,0.0192,20.991999999999997,0.0403,20.169999999999998,0.0251,0.4257,-0.2257,204.18653059100964,-29.821985992583194,6.998527299370246
2190,22404,3824.127,3052.737,21.2515,0.0208,20.537999999999997,0.0373,20.247,0.0238,0.4570,-0.0373,204.18339305766608,-29.821979452392984,7.204953893105913
2191,1484,3963.690,3052.769,22.1615,0.0460,22.17,0.1031,21.391,0.0713,0.4533,-0.2460,204.17624347235338,-29.821978041455413,7.684167323996726
2194,22360,3128.294,3052.799,22.0715,0.0967,,,21.451999999999998,0.1089,0.6720,-3.2110,204.21903944257514,-29.821970896805528,5.098553214642885
2210,1502,3750.222,3053.299,20.4465,0.0146,20.508000000000003,0.0386,19.345,0.0180,0.5387,0.0743,204.18717908861632,-29.821954312756514,6.958173194807259
2211,1472,4352.003,3053.319,21.6705,0.0314,21.442999999999998,0.0715,20.868,0.0487,0.5550,0.0670,204.1563508365319,-29.821951602999917,9.073009798292174
2226,22389,4374.630,3053.654,20.7105,0.0158,20.543999999999997,0.0299,19.521,0.0185,0.4797,0.0817,204.15519169627984,-29.821936506046164,9.156512723388282
2231,22392,3255.195,3053.726,20.9095,0.0207,20.744,0.0490,19.97,0.0237,0.5207,-0.1267,204.21253850007218,-29.82193146797082,5.436563685180354
2240,22399,3371.535,3054.190,21.1215,0.0201,21.106,0.0448,20.239,0.0289,0.4683,0.1897,204.20657858989202,-29.82191218988747,5.76866561757462
2241,1516,3638.822,3054.193,21.8395,0.0348,21.762,0.0816,20.988,0.0514,0.4907,-0.1597,204.19288592243387,-29.82191413147567,6.594822315262647
2248,22398,3366.564,3054.485,21.0405,0.0179,21.03,0.0426,20.101,0.0261,0.4623,-0.0083,204.2068332423419,-29.821899026816965,5.755042027103412
2254,1569,3825.667,3054.833,20.561500000000002,0.0146,20.595,0.0384,19.457,0.0166,0.4383,-0.1923,204.18331416252104,-29.821886299071654,7.215538620938272
2260,1513,3598.473,3055.091,21.7515,0.0351,21.631999999999998,0.0791,20.869,0.0499,0.4560,-0.2640,204.19495292845122,-29.82187399762186,6.467641156862707
2261,22407,3928.071,3055.116,21.3965,0.0253,21.064999999999998,0.0426,19.994,0.0259,0.4410,-0.1577,204.17806817733552,-29.82187376405783,7.566486702812604
2266,1588,4251.022,3055.432,21.3255,0.0218,21.092,0.0415,20.46,0.0309,0.4847,-0.0187,204.16152394379583,-29.821858497143896,8.710441014579054
2300,1551,3946.043,3056.491,21.6535,0.0313,21.683,0.0813,21.073999999999998,0.0533,0.4750,0.2727,204.17714750350092,-29.821812639081326,7.632014318952951
2301,22445,3412.178,3056.585,20.4735,0.0131,20.564999999999998,0.0323,19.934,0.0233,0.4997,0.0577,204.20449649042516,-29.821806151989257,5.8960475277272355
2302,22443,3303.929,3056.654,20.8355,0.0174,20.630000000000003,0.0427,19.836,0.0204,0.5127,-0.2140,204.21004189882154,-29.82180193027198,5.581862249313141
2303,1553,3968.322,3056.709,21.3655,0.0245,21.155,0.0419,20.639,0.0378,0.4367,0.1140,204.17600618884327,-29.82180292413692,7.709842682806815
2305,1549,3853.146,3056.820,21.5725,0.0289,21.345,0.0580,20.666,0.0400,0.4660,0.2540,204.18190645735558,-29.82179801978773,7.3138753972108095
2309,22515,4033.456,3056.969,21.6015,0.0288,21.493000000000002,0.0614,20.854,0.0443,0.4707,0.0270,204.1726694867409,-29.821791236147394,7.938071141014724
2313,1528,3426.287,3057.152,21.1185,0.0230,21.016999999999996,0.0499,20.387,0.0342,0.5337,0.0717,204.20377370459514,-29.821781085483607,5.9399249929706635
2318,22449,3873.253,3057.354,21.143500000000003,0.0204,20.891,0.0458,20.319,0.0265,0.5307,-0.0847,204.1808764100362,-29.821774300284716,7.3837774169742945
2322,22448,3694.895,3057.395,21.8825,0.0386,21.674999999999997,0.0708,21.011,0.0534,0.4677,0.0957,204.19001338107157,-29.82177207651087,6.786215095272405
2327,1605,4379.516,3057.573,19.9345,0.0107,20.113,0.0240,19.548,0.0194,0.4843,0.0493,204.15494143755944,-29.82176228204401,9.18266923760038
2336,22462,3573.929,3058.170,20.189500000000002,0.0137,20.016999999999996,0.0320,19.131,0.0172,0.6157,-0.0653,204.19621025350008,-29.82173700196312,6.398289817890695
2342,1554,3991.982,3058.320,20.6185,0.0134,20.417,0.0298,19.683,0.0190,0.4517,0.0357,204.17479413113966,-29.821731285732803,7.7961293077420635
2349,1580,3570.179,3058.621,20.8825,0.0196,20.772,0.0489,19.785,0.0224,0.5390,0.0080,204.19640235605146,-29.821716933366737,6.387709178460482
2368,1622,4459.311,3059.402,22.465500000000002,0.0606,22.625999999999998,0.1247,21.775,0.0990,0.5457,0.4507,204.15085370261244,-29.82168017096118,9.479713918843924
2370,1578,3273.620,3059.466,21.081500000000002,0.0177,20.833,0.0536,20.252,0.0234,0.4917,-0.1360,204.21159453643313,-29.82167658762384,5.506010728180068
2372,1621,4346.843,3059.508,22.5545,0.0719,22.138999999999996,0.1039,21.735,0.1019,0.5357,-0.2800,204.15661523806395,-29.82167658241473,9.0673356250007
2382,1602,4186.372,3060.192,22.2775,0.0532,22.153,0.1049,21.384999999999998,0.0539,0.5247,0.2033,204.16483588509624,-29.821647351339717,8.488292511901436
2392,22514,3886.882,3060.507,21.285500000000003,0.0214,21.125,0.0417,20.494,0.0341,0.4347,0.1200,204.18017821918025,-29.82163417179481,7.438304297563586
2394,22507,3546.013,3060.556,21.515500000000003,0.0299,21.335,0.0664,20.343,0.0331,0.6280,0.2467,204.19764032204745,-29.821630771054014,6.317185058582347
2409,1582,3692.114,3060.839,21.5545,0.0308,21.393,0.0567,20.81,0.0469,0.4857,-0.0387,204.19015583073372,-29.82161899862307,6.786421498341279
2410,22512,3834.724,3060.843,21.9315,0.0382,21.668999999999997,0.0804,20.851,0.0428,0.4590,0.0717,204.18285017892643,-29.821619200122914,7.2616039829642895
2414,22509,3645.935,3061.038,20.9055,0.0165,20.835,0.0346,19.965,0.0224,0.4290,-0.2247,204.19252149599453,-29.821609945222683,6.636716744314262
2416,1648,3854.465,3061.087,20.8795,0.0160,20.766999999999996,0.0325,20.12,0.0249,0.4363,0.1977,204.18183888302573,-29.821608376513808,7.329203280244787
2419,22534,3897.819,3061.276,22.1015,0.0385,22.333,0.1064,21.326999999999998,0.0628,0.4150,-0.0280,204.17961793640026,-29.821599995241378,7.477691806773809
2431,22526,3365.489,3061.801,20.980500000000003,0.0170,20.811,0.0429,20.078,0.0246,0.4957,-0.0580,204.20688822409548,-29.82157386002868,5.774573959191396
2434,22559,4386.083,3061.851,21.590500000000002,0.0318,21.339,0.0479,20.68,0.0428,0.5327,0.0850,204.1546050691577,-29.821572085832017,9.215740596229415
2442,22535,3944.831,3062.216,20.7145,0.0153,20.558,0.0344,19.755,0.0189,0.4690,0.0523,204.17720959828853,-29.821558195797902,7.641874253547372
2444,22540,4318.644,3062.227,21.785500000000003,0.0264,21.11,0.0506,20.874,0.0490,0.5617,-0.2467,204.1580598484165,-29.821555980255756,8.970442202129243
2458,1632,3913.048,3062.873,21.218500000000002,0.0282,20.839999999999996,0.0546,19.987,0.0269,0.5530,-0.0363,204.178837783021,-29.821529015233278,7.533949822661844
2460,22657,3759.005,3062.963,21.552500000000002,0.0316,21.374000000000002,0.0666,20.881999999999998,0.0518,0.5013,0.2503,204.18672911935926,-29.821524826578006,7.012921710667312
2463,1679,3317.012,3063.022,21.3135,0.0231,21.211,0.0580,20.537,0.0371,0.5053,-0.1297,204.20937159514713,-29.821519060017312,5.6391086581103975
2464,22550,3712.924,3063.036,21.9155,0.0354,21.554000000000002,0.0607,20.721999999999998,0.0379,0.4933,-0.1690,204.1890897629134,-29.821521434578944,6.860651416529307
2466,1649,3969.446,3063.127,21.2815,0.0249,20.982999999999997,0.0508,20.177,0.0285,0.5030,-0.0047,204.1759486186933,-29.821517678146076,7.729369536471096
2468,1631,3876.878,3063.177,20.4995,0.0143,20.168,0.0295,19.237,0.0162,0.5370,0.1507,204.18069070476648,-29.821515501952685,7.410840118192692
2471,22552,3802.767,3063.281,20.1355,0.0144,19.917,0.0291,19.057,0.0146,0.5770,0.0157,204.18448727283936,-29.821510794527025,7.160094089043724
2472,22553,3865.609,3063.330,20.8775,0.0204,20.857999999999997,0.0503,19.944,0.0245,0.5717,0.0623,204.1812679945062,-29.82150869599483,7.372813257679169
2473,22566,3572.182,3063.423,20.2875,0.0177,20.171999999999997,0.0349,19.026,0.0184,0.6157,0.1490,204.19629971027953,-29.821503524110476,6.407708789695411
2477,22564,3414.846,3063.531,21.706500000000002,0.0319,21.487000000000002,0.0640,20.995,0.0520,0.4870,0.1207,204.20435973698505,-29.821497466481116,5.925098541815885
2494,1674,4452.665,3063.929,22.9765,0.0978,22.394999999999996,0.1236,21.697,0.1015,0.5367,0.1810,204.15119422244757,-29.82147904428925,9.464567973088496
2495,22580,4411.875,3063.952,21.913500000000003,0.0369,21.668,0.0744,20.896,0.0475,0.5700,-0.0467,204.15328381716628,-29.821478452728126,9.314689303882268
2496,1651,4068.919,3063.953,20.8015,0.0151,20.622,0.0305,19.895,0.0194,0.4380,-0.1170,204.1708528055884,-29.821480728825144,8.079357700313201
2501,22577,4286.407,3064.126,20.8545,0.0198,20.674999999999997,0.0401,19.549,0.0195,0.5590,0.1633,204.1597113070758,-29.82147183797387,8.85754545214037
2503,1701,3887.202,3064.166,22.6275,0.0607,22.616999999999997,0.1387,22.119,0.1086,0.4277,0.4117,204.18016182525815,-29.821471549657428,7.448595522210668
2507,1665,3935.775,3064.260,21.2085,0.0197,21.174,0.0499,20.634,0.0357,0.4463,-0.1667,204.17767352223396,-29.821467358932722,7.615639950064059
2524,1677,3188.770,3065.098,20.7145,0.0176,20.537,0.0518,19.596999999999998,0.0192,0.5750,0.1857,204.2159411583712,-29.821425158501356,5.295577298452969
2551,1680,3357.020,3065.965,21.235500000000002,0.0211,20.938000000000002,0.0449,20.192999999999998,0.0257,0.4680,-0.0797,204.20732202405316,-29.821388703570815,5.7629646867789805
2555,1716,4026.299,3066.099,21.378500000000003,0.0244,21.241,0.0542,20.721,0.0422,0.5023,-0.1033,204.17303615417617,-29.821385477063252,7.934728834517858
2566,1725,3386.265,3066.562,21.0395,0.0189,20.778,0.0447,20.006,0.0239,0.5223,-0.1427,204.20582385247934,-29.821362474437535,5.849976333150956
2573,1703,3921.000,3066.937,20.7895,0.0159,20.659999999999997,0.0330,19.958,0.0222,0.4580,-0.1587,204.17843041896484,-29.821348390038597,7.571396283404672
