,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
150108,201783,4261.288,7891.461,21.893,0.0226,21.01,0.0624,20.8675,0.0469,0.9043,0.1310,11.737094996280495,-20.59953202242892,15.203703176563932
150109,201779,3611.356,7891.496,21.631999999999998,0.0162,20.657,0.0441,20.3175,0.0312,0.8300,-0.0750,11.767953786227306,-20.59953438156821,9.903888573278975
150113,201781,3883.290,7891.878,20.784999999999997,0.0095,19.878,0.0305,19.5205,0.0191,0.8283,-0.1873,11.755042352986697,-20.599516431987453,11.37043998458519
150115,201780,3743.565,7892.161,22.493000000000002,0.0373,21.598000000000003,0.0928,21.6125,0.0800,0.8907,0.3203,11.761676500833696,-20.599504473389494,10.434381294325767
150117,201776,840.393,7892.640,20.781999999999996,0.0145,19.876,0.0410,19.1445,0.0166,1.1703,0.1637,11.899518969805273,-20.599438811748907,42.302869991541606
150118,201778,3069.369,7892.655,21.665999999999997,0.0177,20.815,0.0484,20.7115,0.0406,0.8613,-0.0450,11.793687341370257,-20.599481949853523,11.879273102260992
150119,201786,3560.547,7892.723,22.403,0.0339,21.419,0.0729,21.5235,0.0780,0.8637,0.0937,11.770366200887985,-20.599479924001283,9.809652903174436
150120,86445,4366.192,7892.894,22.740000000000002,0.0462,21.981,0.1263,21.7855,0.0976,0.9863,0.2833,11.73211417081961,-20.599467189133666,16.477930882544676
150133,201796,3320.511,7894.563,22.793999999999997,0.0448,22.007,0.1106,21.5615,0.0787,0.9017,-0.4080,11.781763110830559,-20.59939805051103,10.193919086786591
150142,201795,2849.641,7895.501,21.948999999999998,0.0237,21.093,0.0623,21.0335,0.0558,0.9497,0.0367,11.804120004626803,-20.59935400415975,14.094090519693795
150144,201804,3436.190,7895.547,21.973999999999997,0.0228,21.088,0.0623,20.8565,0.0450,0.8627,0.0377,11.776270672223028,-20.599354457137657,9.842959218100923
150150,201802,3259.538,7896.359,22.369999999999997,0.0281,21.538,0.0883,21.4195,0.0717,0.9230,-0.2653,11.784658103095445,-20.599318085513193,10.503838849769986
150151,201814,4372.805,7896.437,21.116,0.0119,20.176000000000002,0.0341,19.6655,0.0209,0.8470,0.2403,11.731800230172112,-20.599309646753138,16.56211803138146
150154,201812,3637.662,7896.980,22.33,0.0290,21.432000000000002,0.0762,21.1925,0.0580,0.8690,0.0097,11.766704789121853,-20.59929059792642,9.991249741839715
150157,201809,3147.334,7897.519,21.275999999999996,0.0139,20.353,0.0415,20.0415,0.0239,0.8827,-0.2340,11.789985539957899,-20.599266140602623,11.253592096817863
150161,201819,3668.906,7897.732,21.278,0.0147,20.3,0.0388,19.8515,0.0222,0.8700,0.1390,11.765221327363959,-20.599257102361527,10.10128774832794
150164,201824,4054.504,7898.417,22.665,0.0403,21.558,0.0861,21.4765,0.0803,0.9547,-0.3237,11.746913161535822,-20.5992247084722,12.930460840488543
150166,201831,4362.551,7899.351,22.677,0.0440,21.938000000000002,0.1052,21.7985,0.0932,1.0133,-0.2103,11.732287125695228,-20.599180255736538,16.436302312948747
150171,201821,3072.188,7899.671,22.531999999999996,0.0288,21.704,0.0948,21.5575,0.0749,0.8430,-0.2453,11.793553456142211,-20.599170144651048,11.875420917435456
150177,201827,3330.785,7900.575,22.735999999999997,0.0414,21.845000000000002,0.1103,21.8375,0.1061,0.9373,-0.1630,11.781275289588514,-20.599130871958224,10.168054929449225
150178,86466,4159.025,7901.110,22.958999999999996,0.0444,21.974,0.1172,21.8075,0.1141,0.9197,0.2653,11.741950537956209,-20.599104160126977,14.040202958569353
150181,201836,3075.420,7901.717,22.735999999999997,0.0346,22.172,0.1348,21.1915,0.0576,0.8373,-0.4130,11.793399989750075,-20.59907922866943,11.85335023855766
150182,201838,3695.853,7901.736,21.909999999999997,0.0215,21.16,0.0646,20.9095,0.0481,0.8750,-0.2140,11.763941897737299,-20.599079074526976,10.220908319284794
150183,201837,3598.139,7901.773,22.259999999999998,0.0298,21.385,0.0741,21.1525,0.0611,0.8823,0.1300,11.768581348006304,-20.59907765230098,9.898219269740517
150188,201842,4083.875,7902.872,19.531999999999996,0.0056,18.788,0.0178,18.4435,0.0098,0.8383,-0.0410,11.745518666611526,-20.599026482530437,13.23606382939102
150189,201841,3792.338,7903.049,20.976999999999997,0.0115,20.217000000000002,0.0383,20.0225,0.0243,0.8500,-0.3817,11.75936080633239,-20.599020378609392,10.74234513142403
150191,86476,3802.017,7903.228,21.354999999999997,0.0169,20.358,0.0433,19.6735,0.0217,0.7620,0.2913,11.758901249479777,-20.59901238226877,10.804662534436007
150192,201846,3639.392,7903.382,21.461999999999996,0.0159,20.525000000000002,0.0426,20.2825,0.0319,0.8853,-0.1917,11.766622663781158,-20.599006063014265,10.011894940679083
150196,201848,3934.649,7903.721,23.793999999999997,0.0767,20.911,0.0587,20.3645,0.0311,0.9150,-0.0603,11.752603902888188,-20.598989789323433,11.813276195944661
150199,201856,4421.367,7904.259,22.725,0.0465,21.970000000000002,0.1276,21.5255,0.0814,1.0607,0.2540,11.729494612961808,-20.59896142262081,17.176231578040014
150200,201853,3603.648,7904.596,22.491999999999997,0.0337,21.699,0.0994,21.6665,0.0869,0.8807,-0.3070,11.768319786481378,-20.598952177353645,9.917580707534066
150202,201851,3473.623,7904.696,20.805999999999997,0.0129,19.809,0.0308,19.1965,0.0169,0.9553,0.1820,11.774493354413925,-20.598947846054816,9.820962566595908
150208,201864,4465.883,7905.964,21.872999999999998,0.0232,20.991,0.0760,20.7785,0.0463,1.0697,-0.2303,11.72738102460652,-20.59888508469947,17.745392236921408
150212,201860,3507.667,7906.213,22.067,0.0223,21.203,0.0613,20.5575,0.0386,0.8563,0.0390,11.772876951093547,-20.59888041590114,9.810902607263355
150223,86485,3429.695,7907.474,23.156,0.0558,22.586000000000002,0.1882,22.4295,0.1446,0.8873,-0.1460,11.776579047738135,-20.598824369036183,9.888478574133499
150224,86487,3803.908,7907.487,20.18,0.0074,19.311,0.0226,19.1515,0.0139,0.7840,0.1120,11.75881148478884,-20.598823086708187,10.825042686925247
150232,201879,3888.527,7908.213,22.069000000000003,0.0262,21.131,0.0638,21.1515,0.0555,0.9063,0.2840,11.75479379508546,-20.5987904094263,11.438787016614985
150234,201877,3149.072,7908.439,21.956000000000003,0.0218,21.074,0.0595,20.8765,0.0455,0.8670,0.3007,11.789902970709953,-20.598780818262394,11.273091912806517
150237,201892,4524.442,7908.625,21.828000000000003,0.0233,21.535,0.1111,20.9495,0.0529,1.1583,-0.3597,11.724600694052564,-20.598766042237532,18.50618058749241
150239,201883,3073.960,7909.028,21.903,0.0189,21.049,0.0562,20.7195,0.0418,0.8073,0.1497,11.79346926985927,-20.59875429032378,11.88775251845027
150241,201885,3379.133,7909.085,22.802,0.0433,21.884,0.0960,21.7195,0.0902,0.8583,0.2337,11.778979719980219,-20.598752725630767,10.018577538877416
150245,86495,3460.929,7909.242,23.253999999999998,0.0620,22.322000000000003,0.1769,,,0.9320,-0.1335,11.77509606298676,-20.598745802457195,9.846114364074882
150247,201886,3420.950,7909.283,21.147,0.0133,20.255000000000003,0.0377,20.0315,0.0252,0.8393,-0.3397,11.776994257430514,-20.5987439644176,9.91104993504781
150250,86497,3984.321,7909.572,23.039,0.0533,21.943,0.1164,22.1565,0.1384,0.9483,0.0487,11.750245525223997,-20.59872943280096,12.265577991890149
150258,201896,2901.251,7910.222,22.354999999999997,0.0274,20.313000000000002,0.0395,19.8735,0.0232,0.8867,0.1270,11.801669446381265,-20.5987001411652,13.573926554364231
150262,201905,3077.934,7911.121,21.662999999999997,0.0141,20.692,0.0457,20.5795,0.0305,0.7553,-0.2327,11.79328057370083,-20.598661289185902,11.859496758364715
150263,201910,4163.986,7911.204,21.415999999999997,0.0182,20.309,0.0420,19.8175,0.0222,0.9293,0.2457,11.741715087709023,-20.59865549704402,14.104625322089625
150265,201909,3770.363,7911.265,21.973,0.0249,21.284000000000002,0.0768,21.1175,0.0532,0.9157,-0.0360,11.760404210758578,-20.598655314080464,10.624514061213896
150266,201907,3473.390,7911.337,21.405,0.0169,20.129,0.0326,19.5535,0.0183,0.8290,-0.2560,11.774504417394494,-20.598652692758662,9.839544618918186
150268,201913,2943.033,7911.584,21.762999999999998,0.0179,20.77,0.0507,20.5515,0.0354,0.8667,-0.3360,11.799685636793699,-20.598639905718723,13.140985039087022
150270,86500,3269.575,7912.009,23.064,0.0567,22.152,0.1359,22.0455,0.1278,0.9807,-0.3457,11.784181502600836,-20.598622562181077,10.495261356352014
150271,201914,3338.042,7912.091,21.558999999999997,0.0154,20.630000000000003,0.0462,20.3305,0.0296,0.8363,-0.1680,11.78093070645793,-20.598619066533868,10.172541652499985
150272,86507,4346.008,7912.119,22.964999999999996,0.0463,22.145,0.1549,21.6905,0.0989,1.0027,-0.1360,11.73307274140027,-20.598612982780406,16.239434079884404
150273,201912,2847.758,7912.124,20.936,0.0115,19.796,0.0276,19.3825,0.0193,0.8920,-0.4023,11.804209264824394,-20.598615194689394,14.161839478546753
150274,201911,2820.861,7912.183,23.091,0.0575,22.026,0.1203,22.0555,0.1403,0.9697,0.3307,11.805486326729815,-20.598612350415554,14.463831940948223
150277,201916,3065.937,7912.923,23.014000000000003,0.0527,21.806,0.0960,22.2715,0.1382,0.8823,-0.0170,11.793850178158722,-20.59858113880149,11.969556877957112
150284,201919,1956.857,7913.785,23.217,0.0621,22.304000000000002,0.1737,21.6505,0.0956,1.0537,0.0280,11.84650895008089,-20.598529030515767,25.89088089470173
150289,201927,3429.295,7914.756,22.636000000000003,0.0367,21.704,0.0892,21.5775,0.0760,0.8583,0.0703,11.776598035377871,-20.598500726849373,9.90993352520092
150290,201929,3621.686,7914.837,22.533,0.0386,21.5,0.0819,21.1905,0.0612,0.9213,0.0487,11.76746336634234,-20.598496992284637,9.987816105532573
150291,201930,3802.972,7914.935,22.874000000000002,0.0466,21.934,0.1080,21.6865,0.0830,0.8163,0.1890,11.758855960316387,-20.59849207105607,10.833115627760774
150295,86520,3637.931,7915.910,22.506,0.0386,21.623,0.0980,21.4475,0.0662,0.8737,0.2737,11.766692060945124,-20.598449270438934,10.03722428330991
150301,86518,3080.288,7916.166,23.101999999999997,0.0500,22.414,0.1579,21.9605,0.0993,0.8087,-0.3883,11.793168778830296,-20.598437080661355,11.85417530982138
150303,201940,4189.533,7916.463,22.113999999999997,0.0213,21.275000000000002,0.0746,20.9735,0.0499,0.9057,-0.2557,11.740502175314841,-20.598421532083428,14.394854015695477
150304,86525,4499.222,7916.485,23.153,0.0596,21.918000000000003,0.1382,22.4845,0.1756,0.9980,0.2233,11.72579824629203,-20.59841705167533,18.18017624815577
150307,201941,4474.933,7916.823,22.723999999999997,0.0421,21.588,0.1006,21.8385,0.1079,0.9990,0.3217,11.726951484340086,-20.5984023491971,17.866199762291664
150315,86521,3182.899,7917.660,23.043,0.0539,22.258000000000003,0.1511,22.0715,0.1242,0.9713,0.1810,11.78829683451212,-20.59837113310169,11.05346623332958
150317,201945,3633.878,7918.116,21.247,0.0148,20.503,0.0456,20.4145,0.0332,0.8920,0.3653,11.76688450114338,-20.598351235381593,10.03027364199373
150318,201948,4049.193,7918.395,22.000999999999998,0.0246,21.129,0.0600,20.9335,0.0511,0.8867,0.4097,11.747165488370726,-20.598336844182505,12.901195823004345
150321,201951,3339.547,7919.104,22.081000000000003,0.0253,21.263,0.0695,20.8845,0.0480,0.9087,-0.1223,11.780859236532693,-20.59830738262446,10.187229154454826
150322,201954,3646.560,7919.535,21.134999999999998,0.0125,20.28,0.0363,20.0805,0.0247,0.8177,-0.4017,11.766282367507536,-20.598288141475326,10.07310604914831
150324,201953,3318.067,7919.814,21.836,0.0219,20.89,0.0565,20.5925,0.0384,0.9203,-0.4020,11.7818790979076,-20.59827578759697,10.279457754276052
150325,201955,3905.155,7919.955,23.058,0.0561,22.102,0.1420,21.7705,0.1003,1.0003,0.0920,11.754004372021738,-20.598268455147533,11.591445669512213
150331,201960,3516.417,7920.784,21.415999999999997,0.0154,20.276,0.0340,19.5735,0.0201,0.8470,-0.3747,11.772461511699298,-20.598232816264264,9.85090773200369
150339,86540,4014.645,7921.716,23.265,0.0627,22.186,0.1401,22.0925,0.1521,0.9740,-0.4287,11.748805840501186,-20.59818949620277,12.567426440389902
150340,201967,3352.735,7921.786,22.781999999999996,0.0417,21.838,0.1080,21.5615,0.0767,0.9343,-0.4093,11.780233070457522,-20.59818820496285,10.144746369097009
150343,86538,3743.709,7922.105,21.659999999999997,0.0213,20.771,0.0569,20.6755,0.0409,0.9680,0.0143,11.761669777370823,-20.59817363862649,10.49737425670972
150350,86544,4521.165,7922.904,22.875,0.0470,22.083000000000002,0.1748,,,1.1885,0.3675,11.724756494229208,-20.5981314697624,18.468021188413285
150352,201978,4046.767,7923.169,21.813000000000002,0.0241,20.93,0.0631,20.6245,0.0428,0.9843,0.1563,11.747280712297648,-20.59812468618167,12.882855263268466
150353,201979,5827.133,7923.184,22.790999999999997,0.0422,21.933,0.1337,22.1345,0.1233,1.0850,0.3570,11.66274979697277,-20.59809021391428,37.10827951092517
150355,201980,3569.333,7923.325,23.000999999999998,0.0506,22.27,0.1476,21.7555,0.0975,0.9267,-0.0737,11.769949083190511,-20.598119834862388,9.90051048578689
150358,201974,3362.834,7923.480,21.938000000000002,0.0218,20.894000000000002,0.0558,20.2455,0.0284,0.9237,-0.0893,11.779753571274927,-20.59811293153398,10.11371980266257
150363,201983,3553.837,7924.657,21.156,0.0166,19.978,0.0329,19.8205,0.0216,0.9533,0.3850,11.770684828478961,-20.598060653406186,9.884483570206882
150366,201985,3796.590,7924.965,21.616,0.0182,20.922,0.0596,20.8915,0.0458,0.9220,-0.1077,11.759159021266365,-20.598046323867553,10.811479975909
150375,201998,3827.133,7926.659,21.351,0.0164,20.369,0.0379,19.7335,0.0203,0.8350,0.0860,11.757708861291293,-20.597970900864873,11.016226177166555
150378,201999,4199.694,7927.099,21.606,0.0167,20.669,0.0421,20.4265,0.0353,0.8357,0.0253,11.740019842376736,-20.597948729490504,14.519004059617236
150379,201994,3240.740,7927.117,21.555999999999997,0.0160,20.613,0.0443,20.3565,0.0316,0.8483,-0.3457,11.78555053253843,-20.59795101985437,10.705033510561442
150382,201995,3337.081,7927.332,21.519,0.0160,20.560000000000002,0.0436,20.3465,0.0326,0.8903,-0.0910,11.780976305928895,-20.597941692297923,10.22133593971043
150384,86558,3992.572,7927.380,23.278,0.0597,22.713,0.2755,22.2735,0.1439,1.0017,-0.3067,11.749853898989075,-20.59793791701795,12.366541868276133
150385,86555,4135.682,7927.502,22.999000000000002,0.0490,22.034000000000002,0.1213,21.7855,0.0950,0.8917,0.2137,11.743059105394538,-20.59793139594237,13.810948363054388
150386,202003,4996.490,7927.684,22.823999999999998,0.0510,21.814,0.1259,21.8965,0.1092,1.0740,0.2500,11.7021883818188,-20.597911098664056,24.980625660406083
150392,202004,2811.066,7929.033,21.284,0.0142,20.212,0.0385,19.5755,0.0220,0.9553,-0.1163,11.80595123554591,-20.597863384197144,14.62211384794176
150393,202009,3327.117,7929.186,22.549,0.0332,21.935000000000002,0.1127,21.8855,0.1010,0.8977,0.2220,11.781449388291493,-20.597859274937576,10.26798445108184
150396,202008,3142.957,7929.884,22.192999999999998,0.0282,21.294,0.0794,21.1395,0.0542,0.9550,0.1263,11.790193211419863,-20.59782768871868,11.384010510649137
150402,202014,3509.955,7931.567,22.579,0.0393,21.978,0.1200,21.3575,0.0736,0.9210,0.3020,11.772768330835843,-20.59775357900658,9.87939935617567
150404,202015,3625.014,7931.798,21.342,0.0143,20.207,0.0342,19.7935,0.0223,0.8323,-0.3003,11.767305390174796,-20.597743169324993,10.038048708656095
150408,86573,3537.221,7932.781,22.78,0.0482,22.348000000000003,0.1600,21.9285,0.1022,0.9257,-0.2343,11.771473756519097,-20.597699605466854,9.891503185316001
150413,202027,3182.585,7933.326,22.878999999999998,0.0420,21.944000000000003,0.1150,21.8705,0.1174,0.9083,-0.1540,11.7883116800147,-20.59767487064808,11.102691066835947
150414,202023,4109.164,7933.354,21.534999999999997,0.0168,20.396,0.0418,19.8615,0.0237,0.9003,0.1777,11.744318219348003,-20.597671532753914,13.534051561450312
150415,202022,3193.431,7933.592,22.656999999999996,0.0361,21.868000000000002,0.1136,21.4945,0.0679,0.8197,0.1160,11.787796716865493,-20.597663088356832,11.028243341961447
150418,202028,3252.659,7933.928,21.086999999999996,0.0122,20.257,0.0372,19.7435,0.0202,0.8697,-0.2840,11.784984603142817,-20.59764834580562,10.655441001370596
150420,86577,3621.224,7934.227,22.746000000000002,0.0450,22.385,0.1430,21.6905,0.0880,0.8427,0.3287,11.767485342450422,-20.59763522205155,10.03379669696393
150422,202029,3457.263,7934.292,21.674999999999997,0.0224,20.625,0.0480,20.1485,0.0290,0.9273,-0.3853,11.775270118919241,-20.59763247710019,9.920580132930391
150429,202040,4099.900,7935.651,22.014000000000003,0.0229,21.234,0.0777,20.9405,0.0480,0.9547,-0.2010,11.744758089002493,-20.59756952065411,13.439305704427392
150431,86580,3260.813,7935.954,23.307000000000002,0.0584,22.328,0.1438,22.1825,0.1397,0.8837,-0.2910,11.784597449812452,-20.597558324750228,10.615180115943632
150432,202039,3785.570,7935.956,21.067999999999998,0.0129,20.09,0.0354,19.7605,0.0224,0.9277,0.2977,11.759682294219896,-20.597557884403667,10.764454796140868
150433,202037,3365.853,7935.969,22.796999999999997,0.0457,21.913,0.1176,21.8055,0.1014,0.9743,0.1863,11.779610211994969,-20.59755787335061,10.139908509529963
150442,202048,3197.149,7937.649,20.836,0.0102,19.649,0.0238,19.0925,0.0130,0.7650,-0.2067,11.78762017276225,-20.59748279195439,11.015095881896517
150444,202047,2848.376,7937.886,22.220999999999997,0.0264,21.425,0.0749,21.1575,0.0570,0.8787,-0.0363,11.804179698502686,-20.597470230881733,14.227570000657488
150446,202049,3376.978,7938.197,22.256999999999998,0.0292,21.277,0.0748,21.0305,0.0515,0.9030,-0.3743,11.779082000558457,-20.597458866323645,10.109992240117187
150454,202058,4139.383,7938.852,21.729999999999997,0.0187,20.758000000000003,0.0459,20.7605,0.0389,0.8203,-0.2343,11.742883489395306,-20.597426923542223,13.86241734532193
150456,86596,4155.199,7938.973,23.488999999999997,0.0908,22.302,0.1639,22.3715,0.1573,1.0297,-0.1747,11.74213255697589,-20.59742140732215,14.034517044479147
150457,86593,2779.974,7939.186,22.938000000000002,0.0502,21.94,0.1151,21.8365,0.1113,1.0023,0.3640,11.80742737019115,-20.597411870998563,15.00771080583955
150460,202067,3345.437,7939.950,22.720999999999997,0.0452,21.709,0.0884,21.578500000000002,0.0846,0.9097,0.3410,11.780579544746223,-20.597380910745265,10.225605891892567
150462,202066,3328.277,7940.391,22.134,0.0278,21.077,0.0651,20.9545,0.0465,0.9227,0.2053,11.781394289682238,-20.597361280961774,10.296208984508992
150471,202065,3203.581,7941.201,22.389000000000003,0.0295,21.609,0.0902,21.6235,0.0837,0.8980,0.0503,11.787314772054435,-20.597324949113933,10.982516492624843
150472,202069,3800.301,7941.408,21.39,0.0154,20.398,0.0396,20.2475,0.0279,0.8577,-0.0647,11.758982899985453,-20.59731551383234,10.866657715784346
150474,202064,2655.009,7941.594,22.985999999999997,0.0588,21.98,0.1539,21.7485,0.1121,1.0383,-0.1480,11.813360600075315,-20.597303628795977,16.51296911542766
150475,202073,4064.650,7941.605,20.107,0.0073,19.948,0.0330,19.2695,0.0134,0.8927,-0.1047,11.746431787390932,-20.59730517947592,13.084126948488443
150476,202071,3321.556,7941.801,22.964999999999996,0.0514,21.856,0.1041,21.8125,0.1009,0.8893,0.0043,11.781713395470335,-20.597298602018217,10.329254708524822
150477,202074,4313.875,7941.888,21.906,0.0226,20.986,0.0646,20.7525,0.0447,0.9517,-0.3127,11.734598757063777,-20.597290284068727,15.866896330494106
150478,86604,3460.609,7942.087,20.897999999999996,0.0134,19.814,0.0303,19.2705,0.0149,0.8880,0.3753,11.775111251531113,-20.597286035890356,9.938241941405277
150479,202079,3660.848,7942.551,20.878,0.0113,19.971,0.0312,19.6735,0.0185,0.8323,0.2707,11.765604039121259,-20.597265182333423,10.17548462922241
150484,202080,3027.509,7943.501,21.639000000000003,0.0175,20.866,0.0531,20.4705,0.0359,0.8883,-0.2827,11.795674539970802,-20.597221915655872,12.407748995790007
150488,202082,3833.312,7944.238,22.4,0.0354,21.534000000000002,0.0875,21.4215,0.0704,0.9190,0.0047,11.757415573891858,-20.59718958934822,11.091028320801659
150490,202085,3476.259,7944.645,21.543,0.0178,20.268,0.0403,19.6995,0.0225,0.9463,0.1393,11.774368200174742,-20.59717234850844,9.929360292735938
150499,202093,3530.865,7946.169,22.275999999999996,0.0298,21.374000000000002,0.0801,21.174500000000002,0.0566,0.9083,0.1580,11.77177554705172,-20.59710459301927,9.923447419531156
150503,202098,3737.885,7946.744,21.831000000000003,0.0240,20.69,0.0533,20.2595,0.0299,0.9350,0.0350,11.761946390123681,-20.597078600793097,10.518640353331032
150507,202097,3300.496,7947.277,20.644999999999996,0.0092,19.64,0.0266,18.9485,0.0129,0.8697,-0.2953,11.782713297184632,-20.59705518235142,10.44219910365372
150511,202106,3973.974,7948.398,21.828000000000003,0.0195,20.796,0.0432,20.5445,0.0372,0.8057,-0.1127,11.750737070500854,-20.59700391434183,12.225564449230335
150514,202103,2910.291,7949.235,22.845,0.0444,21.881,0.1094,21.7365,0.0958,0.9463,-0.1987,11.801239924009494,-20.596966309908748,13.589790308807144
150516,202105,3880.366,7949.389,22.784,0.0452,22.033,0.1257,21.7845,0.0926,0.9723,-0.0620,11.755181512469504,-20.59696042289004,11.443836125598843
150522,202118,3558.843,7950.497,21.423000000000002,0.0176,20.592000000000002,0.0459,20.4125,0.0308,0.8657,0.1717,11.77044717720476,-20.59691221237569,9.95720944987059
150527,202117,3176.475,7951.297,21.548000000000002,0.0154,20.512,0.0415,19.8595,0.0231,0.8583,-0.0517,11.788601705525114,-20.596876142662413,11.19988927262078
150529,86630,3321.706,7951.496,22.993000000000002,0.0491,22.470000000000002,0.1651,21.9215,0.1004,0.8693,0.1287,11.781706253320001,-20.59686771678528,10.357313161967184
150530,202123,3098.577,7951.736,23.235,0.0588,22.372,0.1619,22.1735,0.1336,0.8730,0.0603,11.792300237859989,-20.59685629463514,11.805027627566156
150531,202124,3313.784,7951.793,21.344,0.0138,20.34,0.0396,19.9515,0.0228,0.8517,-0.3790,11.782082382879524,-20.596854501107284,10.393488072566777
150532,202126,3985.361,7951.931,20.741999999999997,0.0108,19.957,0.0359,19.828500000000002,0.0233,0.9520,-0.1083,11.750196449774512,-20.596846818389047,12.333960773718621
150539,86634,4879.748,7953.079,23.115000000000002,0.0650,22.208000000000002,0.1784,21.8815,0.1126,1.1200,-0.0657,11.707731727776407,-20.59678465998594,23.335089060743936
150549,202138,3934.902,7955.230,22.479,0.0364,21.248,0.0704,20.7565,0.0410,0.9027,0.3503,11.75259222332211,-20.596700516773865,11.894004623574533
150550,202144,3601.770,7955.518,22.543999999999997,0.0367,21.943,0.1085,21.7155,0.1055,0.9293,0.0547,11.76840904614528,-20.596688998052848,10.039994957240586
150551,202140,3195.188,7955.562,22.211999999999996,0.0256,21.257,0.0683,21.0685,0.0515,0.8583,-0.0070,11.787713210829379,-20.596686657856775,11.082197288045295
150554,202146,3760.724,7955.758,21.156999999999996,0.0145,20.154,0.0347,19.9475,0.0258,0.9043,0.0397,11.760862047582286,-20.596677899509935,10.659479028542847
150564,202149,3319.803,7957.069,22.314999999999998,0.0269,21.322000000000003,0.0643,21.2185,0.0601,0.8280,0.3807,11.781796594447005,-20.596620026122018,10.382184371259989
150573,202156,3991.877,7958.192,22.046999999999997,0.0223,21.168000000000003,0.0667,20.9325,0.0509,0.9127,-0.2917,11.749887120837101,-20.596568510272437,12.402496552170437
150574,202154,3474.456,7958.194,21.512,0.0158,20.499000000000002,0.0430,20.0295,0.0264,0.8687,-0.2510,11.774453805902228,-20.596570175530807,9.968478703341386
150584,202162,3976.075,7960.203,23.012999999999998,0.0530,21.91,0.1036,21.8885,0.1000,0.8740,-0.0643,11.750637399686457,-20.596479238124815,12.261358744449002
150586,202166,3930.237,7960.765,20.235,0.0080,19.214000000000002,0.0198,18.9585,0.0132,0.8127,-0.1443,11.752813748917893,-20.59645454659011,11.863247027193372
150588,202165,3636.162,7960.795,21.542,0.0169,20.579,0.0479,20.0825,0.0261,0.9007,-0.2453,11.766776155584012,-20.59645440085386,10.139543017040065
150589,202163,3005.186,7961.182,22.964999999999996,0.0479,22.032,0.1217,21.7915,0.0959,0.9183,0.0533,11.796734305513475,-20.596435967998865,12.669875719154469
150592,86658,3651.608,7961.632,22.883000000000003,0.0501,22.007,0.1211,21.6245,0.0764,0.8430,0.2967,11.766042795987673,-20.5964171666494,10.189083080916232
150596,202175,3898.940,7961.843,22.086999999999996,0.0295,21.249000000000002,0.0687,20.9135,0.0475,0.9047,0.3173,11.754299707605664,-20.59640681552412,11.609562181886522
150597,202176,4096.252,7961.889,22.003999999999998,0.0233,21.148,0.0667,20.9405,0.0537,0.9000,-0.2280,11.744931522455051,-20.596403426200972,13.430553200674426
150605,86666,3659.768,7963.721,23.094,0.0574,22.35,0.1611,22.1135,0.1209,0.9140,-0.0393,11.765655372365734,-20.59632430346433,10.221242236022029
150612,202183,3033.252,7964.177,22.975,0.0448,22.46,0.1550,21.8945,0.1136,0.8580,-0.3543,11.79540173997485,-20.596303022403887,12.415594873889034
150617,202187,3330.263,7964.383,22.658,0.0349,21.757,0.0997,21.5885,0.0828,0.8930,-0.3443,11.781299948435786,-20.596294981862616,10.35877300993731
150618,202197,3847.528,7964.480,21.35,0.0152,20.233,0.0372,19.5855,0.0200,0.8913,-0.1147,11.756740714350679,-20.596289884044435,11.227379471083006
150621,202196,3650.595,7965.046,21.906999999999996,0.0213,20.93,0.0565,20.8855,0.0450,0.8517,0.2923,11.766090900798282,-20.596265436869572,10.193888364609295
150622,202198,3913.369,7965.111,22.232999999999997,0.0312,21.452,0.0845,21.0925,0.0538,0.9473,-0.2303,11.753614652541453,-20.59626149097804,11.730755630765449
150627,202204,3730.490,7965.770,22.560000000000002,0.0374,21.647000000000002,0.0993,21.3205,0.0681,0.9290,0.4120,11.762297567987025,-20.596233032613192,10.521931112848566
150630,202207,4111.341,7966.034,21.762999999999998,0.0192,20.841,0.0540,20.6775,0.0410,0.9037,0.2113,11.744215148177611,-20.596219081846403,13.592387537403884
150632,202213,4097.838,7966.248,22.177,0.0274,21.232000000000003,0.0713,21.1665,0.0591,0.9277,-0.1913,11.744856258764303,-20.59620968156597,13.45187641816079
150641,202209,2774.245,7967.286,21.981,0.0250,21.221,0.0740,21.0085,0.0545,0.9740,-0.3560,11.807699106216626,-20.596162940553064,15.151894750914938
150645,202216,3894.136,7967.915,21.092999999999996,0.0139,20.211000000000002,0.0351,19.8175,0.0218,0.8727,0.2400,11.754527832742246,-20.596136977455185,11.581733533295372
150646,202215,3294.450,7968.377,21.859,0.0219,20.942,0.0598,20.8145,0.0408,0.8943,-0.2877,11.783000304683714,-20.59611739831249,10.534514035522186
150647,202217,3227.893,7968.467,22.473999999999997,0.0375,21.64,0.0913,21.3505,0.0686,0.9083,0.1577,11.786160361698613,-20.59611321697847,10.907534391525166
150650,202220,3863.472,7969.030,23.119999999999997,0.0478,22.083000000000002,0.1309,22.3215,0.1247,0.8990,-0.4213,11.755983733824905,-20.596087584105717,11.35068329590558
150651,202222,2908.212,7969.463,22.753,0.0394,22.159000000000002,0.1249,21.8615,0.1002,0.9673,0.0453,11.801338474429942,-20.596067279702606,13.669699130815287
150652,202224,3620.543,7969.679,22.287,0.0317,21.007,0.0619,20.9755,0.0567,0.9510,0.1287,11.76751774962696,-20.596059591265117,10.11871049178207
