,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
64522,216630,3716.730,3319.440,21.684,0.0304,20.955,0.0358,20.842,0.0717,0.8817,0.2183,150.6946610711664,-26.147916841599375,2.089814047418144
64530,216676,3450.870,3319.658,21.043,0.0199,20.761,0.0297,20.587000000000003,0.0578,0.8103,-0.1767,150.70782418421499,-26.147912924971365,1.8671051250941646
64535,216645,381.902,3319.716,23.392,0.1317,22.8,0.1226,,,0.6830,-0.0980,150.85977324007956,-26.14789036926468,2.112351905226503
64538,216679,3821.339,3319.764,19.998,0.0107,19.471999999999998,0.0144,19.264000000000003,0.0244,0.8360,-0.5963,150.6894817414027,-26.147899842417676,2.181803253221953
64549,59454,681.833,3319.986,22.809,0.0637,21.976,0.1041,22.213,0.2691,0.9687,-2.0997,150.84492323767935,-26.147887350065336,1.861057205373132
64552,59481,214.770,3320.011,23.201999999999998,0.1067,23.16,0.2130,22.246000000000002,0.3139,0.9590,-0.4193,150.8680481570475,-26.147871593172518,2.2609083125140326
64554,216654,1741.660,3320.037,20.121,0.0121,19.624,0.0196,19.506999999999998,0.0274,0.9183,-0.8813,150.7924496849958,-26.14790462216778,1.2228752875983893
64559,216652,1512.804,3320.097,19.544999999999998,0.0085,18.811999999999998,0.0111,18.647,0.0152,0.7913,-0.4297,150.80378067905505,-26.147899345707234,1.309041588478476
64564,216650,1222.171,3320.119,21.858999999999998,0.0351,21.25,0.0409,20.951999999999998,0.0818,0.8333,-0.0083,150.81817033824981,-26.147893775966015,1.4679630930342498
64565,59514,3605.336,3320.123,23.922,0.1409,22.947,0.1699,23.244999999999997,0.5229,0.7940,0.2787,150.7001763631818,-26.14788905022143,1.9962970488613145
64570,216651,1290.512,3320.183,19.421,0.0095,18.204,0.0102,17.871000000000002,0.0099,0.9107,-1.1007,150.81478667597085,-26.147892139862165,1.4267438028561754
64582,216658,2018.310,3320.413,19.693,0.0110,18.822,0.0114,18.593000000000004,0.0150,0.8370,-1.0153,150.77875233445786,-26.147889882399365,1.1792960089129854
64588,216539,2614.609,3320.506,,0.0829,22.058,0.0824,20.552999999999997,0.0617,0.3240,2.8433,150.74922869502186,-26.147885593041647,1.3126671651086637
64592,216677,3588.863,3320.574,22.762,0.0699,22.619999999999997,0.1232,22.558,0.2657,0.8463,-0.0620,150.7009919756599,-26.147869367152893,1.9835683606309633
64593,5006613,1231.169,3320.595,,,23.204,0.2093,23.292,0.5778,1.0025,-3.6270,150.817724824768,-26.147872784032344,1.464894389220805
64595,216690,600.943,3320.624,22.095,0.0413,21.567,0.0645,21.381999999999998,0.1160,0.9507,-0.4017,150.84892819253375,-26.147856722405717,1.9301876289303666
64600,216698,1169.174,3320.809,20.843,0.0185,20.246,0.0259,20.125,0.0419,0.8600,-1.3727,150.82079428085547,-26.147862117853553,1.5053601622401198
64608,59452,416.524,3320.939,23.746,0.1514,23.392,0.2729,22.380000000000003,0.3775,1.0177,-0.5007,150.8580590146585,-26.147837128195707,2.087497361114119
64615,216693,859.168,3321.116,19.505,0.0101,18.858,0.0143,18.738999999999997,0.0162,0.9530,-0.9000,150.83614310420364,-26.14784172156025,1.7267328127583654
64622,216712,3337.408,3321.186,22.873,0.0815,22.662,0.1193,21.655,0.1306,0.9047,-2.3403,150.7134418811887,-26.147847113115315,1.7810892127825626
64623,216691,718.035,3321.193,22.823999999999998,0.0773,22.183999999999997,0.1089,21.851999999999997,0.1549,0.9567,-1.4710,150.84313079052785,-26.14783468668408,1.8374105274582369
64636,216775,4158.489,3321.495,22.181,0.0457,21.454,0.0513,21.372,0.1222,0.9440,-1.9173,150.6727890411179,-26.147813271702887,2.488781470966176
64641,216734,1041.656,3321.593,19.852,0.0109,19.301,0.0149,19.176000000000002,0.0223,0.9080,-0.5300,150.8271078583042,-26.147824693044964,1.595466361349512
64654,216731,723.836,3321.860,22.587,0.0606,22.029999999999998,0.1013,21.772,0.1311,0.9473,-0.4430,150.84284355527433,-26.14780519740228,1.835843383854701
64665,59548,3607.995,3322.016,22.054,0.0414,21.477,0.0477,21.231,0.0969,0.8583,-0.0817,150.7000447589745,-26.147804858182194,2.003300767927441
64674,216760,2890.318,3322.136,19.123,0.0089,18.250999999999998,0.0113,17.968000000000004,0.0117,0.9720,-0.4557,150.7355779575986,-26.147811041886634,1.4689371340331212
64683,216769,3578.991,3322.355,20.512,0.0146,19.953,0.0183,19.880000000000003,0.0379,0.8617,-0.4010,150.70148079517858,-26.147790426004242,1.979861020497006
64685,216776,4165.069,3322.388,22.93,0.0772,22.273,0.0819,21.828000000000003,0.1715,0.9080,-1.2443,150.67246328799553,-26.147773375636174,2.4964068490998317
64687,216772,4000.999,3322.441,22.838,0.0796,22.291,0.0937,22.311999999999998,0.2563,0.9603,-3.5117,150.68058661135507,-26.147775968606748,2.3473149706877305
64689,216743,1759.998,3322.464,20.146,0.0135,19.413999999999998,0.0173,19.273000000000003,0.0225,0.9207,-0.2983,150.79154171896377,-26.147796926272626,1.2320405909284347
64692,59532,2064.662,3322.511,18.482,0.0067,17.543,0.0070,17.22,0.0077,0.8943,-0.4460,150.7764573695227,-26.147796841550523,1.1905408404907551
64702,216771,3834.685,3322.792,23.341,0.1207,23.718999999999998,0.1755,22.648000000000003,0.4405,0.8833,-2.7003,150.68882104984385,-26.147764919832532,2.2001440058012816
64706,216805,3014.906,3322.803,19.608999999999998,0.0113,18.875,0.0141,18.735999999999997,0.0197,1.0613,-0.7380,150.729409437435,-26.1477800234151,1.5515115076704296
64711,59583,3074.175,3322.862,23.211,0.1062,,,22.216,0.2553,0.8905,-0.4525,150.72647494680288,-26.147776655322918,1.5920575341925944
64712,216808,3386.893,3322.884,22.802,0.0699,22.323999999999998,0.0869,21.854999999999997,0.1734,0.8557,0.3680,150.71099184358704,-26.147770757725652,1.8250142148246264
64722,216785,617.019,3323.081,23.544999999999998,0.1412,22.971999999999998,0.1934,22.089,0.2698,1.0240,0.2270,150.84813216989326,-26.14774798290098,1.9278787239163555
64728,216784,434.113,3323.199,23.512,0.1387,23.16,0.1874,,,0.8790,-1.5195,150.85718808032047,-26.147737242265237,2.0819436414721313
64737,216809,3470.818,3323.377,18.645,0.0066,17.773,0.0077,17.377000000000002,0.0093,0.9403,-0.3687,150.70683661211376,-26.147747244577335,1.8936033679012376
64740,59601,2103.520,3323.414,22.543,0.0605,22.992,0.2187,22.344,0.2764,1.0303,-0.9163,150.77453345102563,-26.147756850873968,1.196428090885632
64743,216811,3785.568,3323.552,23.204,0.1090,23.232,0.1701,22.589,0.4271,0.8167,-2.2063,150.69125291969542,-26.147732396632858,2.158935480556185
64745,59693,1529.500,3323.658,21.658,0.0303,21.085,0.0391,21.130000000000003,0.0816,0.7850,-0.4147,150.80295398402058,-26.147741299448665,1.321837529709081
64747,216783,420.052,3323.680,23.916,0.1788,23.365,0.2247,22.157000000000004,0.2599,1.0557,-1.6730,150.85788424149467,-26.14771541855541,2.0960420664613215
64754,216826,324.336,3323.802,22.487,0.0590,21.927,0.0816,21.661,0.1518,0.9773,-2.5003,150.86262325784367,-26.147706871684942,2.179461194869971
64759,216841,1819.908,3323.871,20.9,0.0183,20.297,0.0229,20.290999999999997,0.0427,0.7903,-0.2213,150.78857547687142,-26.147734911138475,1.2256674417661229
64768,5006615,4342.454,3324.123,,,23.102,0.1862,22.622,0.7138,1.4860,-3.1420,150.66368079411245,-26.14769040196404,2.6634765346019154
64772,59848,2003.625,3324.209,20.16,0.0126,19.497,0.0161,19.331000000000003,0.0230,0.7977,-0.5673,150.7794793890837,-26.147721099208557,1.20214350970483
64773,216879,1545.409,3324.226,20.456,0.0146,20.553,0.0338,20.537999999999997,0.0571,0.8840,0.3457,150.80216629925403,-26.14771626060278,1.3181305974887783
64785,216858,3661.974,3324.453,17.912,0.0050,17.012,0.0062,16.789,0.0072,1.0333,-0.3483,150.69737224698878,-26.147695328418163,2.0549644018243614
64798,216902,4091.316,3324.665,19.572,0.0096,18.933,0.0108,18.804000000000002,0.0207,0.8987,-0.7367,150.67611497251352,-26.147674456595837,2.4332484424167906
64802,59608,3481.596,3324.741,16.322,0.0038,15.564,0.0052,15.368,0.0063,1.4983,-0.2447,150.7063030089889,-26.14768640800774,1.9061299593972236
64803,216874,1144.523,3324.756,20.547,0.0160,19.877,0.0211,19.662999999999997,0.0282,0.8377,-0.9373,150.82201470070058,-26.147686218355084,1.5420582594891858
64804,59710,3229.298,3324.787,22.686,0.0673,22.215999999999998,0.0901,21.875,0.1905,0.8210,-1.3117,150.71879462389813,-26.147688866211066,1.7100195764760402
64810,216873,1124.338,3324.874,19.695,0.0102,18.826999999999998,0.0118,18.424999999999997,0.0136,0.8903,-0.4803,150.82301408445704,-26.147680575376427,1.5559523908070039
64813,216880,1562.816,3324.963,18.937,0.0075,17.884999999999998,0.0084,17.285000000000004,0.0073,0.8590,-0.5157,150.8013044444327,-26.147683725097927,1.3149593555972143
64814,216876,1351.881,3324.971,22.006999999999998,0.0360,21.549,0.0573,21.354999999999997,0.0990,0.8207,0.1643,150.81174812275216,-26.147680357638954,1.4178487573313299
64818,216901,3948.964,3325.024,20.563,0.0149,19.764,0.0141,19.624000000000002,0.0301,0.7867,-0.4973,150.68316301361205,-26.147662642993232,2.3059460528233706
64821,5004438,-30.893,3325.041,,0.0815,21.413,0.0656,,,0.3915,2.7955,150.88021102992542,-26.147638853068756,2.5028883342839854
64825,216870,706.069,3325.123,19.62,0.0110,18.862,0.0149,18.644,0.0179,0.9857,-1.4340,150.84372312533515,-26.147659698381304,1.8650467257071175
64828,216888,2370.695,3325.189,,0.1419,21.948999999999998,0.0931,22.002000000000002,0.1889,0.4433,-1.8250,150.76130524130792,-26.14767825090514,1.2470152466547801
64833,216867,438.846,3325.315,22.999,0.0906,22.448999999999998,0.1387,22.143,0.2296,0.9193,-2.1733,150.8569536691049,-26.14764334730288,2.086914806764098
64843,59778,1782.275,3325.511,20.174,0.0130,18.468999999999998,0.0131,17.654000000000003,0.0097,0.9543,-0.8243,150.7904387232213,-26.147661703845138,1.2441694922967244
64848,59716,3835.970,3325.594,23.685,0.1502,,,22.558,0.3763,0.8515,0.3410,150.68875750885243,-26.147640353239993,2.2074693796539453
64854,216947,3981.401,3325.660,19.480999999999998,0.0089,18.747,0.0099,18.593000000000004,0.0168,0.8677,-0.0850,150.68155703631533,-26.147633462727214,2.336186471126803
64858,59664,2202.448,3325.689,23.521,0.1202,22.284,0.1194,21.957,0.1995,0.9797,-2.9410,150.76963538167598,-26.147655987596778,1.2170809967817462
64866,59677,4252.619,3325.943,17.466,0.0060,16.765,0.0073,16.662,0.0125,1.4783,-0.1357,150.66812870454373,-26.14761254883928,2.5831964314474543
64872,5006616,4049.157,3326.117,,,23.916,0.2195,23.262999999999998,0.7286,0.9625,2.9160,150.6782023662115,-26.147611185759168,2.397909330156011
64873,216908,367.547,3326.121,22.869,0.0681,22.901,0.1464,22.968000000000004,0.4105,0.9043,-2.5463,150.86048374201445,-26.14760523498848,2.151564242413008
64882,216946,3921.019,3326.325,22.878,0.0800,22.602,0.0981,21.927,0.1692,0.8457,-0.0203,150.68454664621328,-26.147605593655197,2.2838680000683262
64883,5006617,581.944,3326.358,,,22.048,0.1062,21.729999999999997,0.2054,1.3030,0.0975,150.8498686730238,-26.147601328518277,1.9713674227018028
64884,216943,3712.433,3326.371,22.352,0.0513,21.669,0.0515,21.706000000000003,0.1416,0.8577,-0.6320,150.69487400613477,-26.1476089001926,2.1025614137580315
64886,59590,1068.219,3326.412,19.043,0.0088,18.011,0.0093,17.485999999999997,0.0084,0.9650,-1.1043,150.8257925752243,-26.147611075597595,1.6016259014794654
64887,5006618,2384.082,3326.416,,,28.422,0.1922,20.691000000000003,0.1383,0.4575,3.7535,150.7606424343756,-26.147623700264578,1.2571273097071396
64892,216911,815.606,3326.473,21.256,0.0234,20.766,0.0391,20.814,0.0720,0.9633,-0.2387,150.83829976887057,-26.14760255375833,1.7856223756804548
64895,59671,3263.954,3326.497,23.152,0.0993,21.887999999999998,0.0947,21.833,0.1815,0.8230,0.1317,150.7170787894043,-26.1476123115774,1.741417749835848
64907,59763,483.538,3326.768,22.838,0.0718,22.468999999999998,0.1248,21.732,0.1881,0.8480,-1.0840,150.85474086238435,-26.147580161255732,2.0552536453580483
64909,216973,1166.573,3326.782,20.955,0.0196,20.211,0.0242,20.147,0.0417,0.8597,-0.0463,150.8209229323131,-26.147596601433495,1.5384063171239009
64912,216949,4026.663,3326.850,23.230999999999998,0.1086,22.804,0.1292,22.511000000000003,0.3396,0.8490,0.2393,150.67931609615763,-26.147579269276505,2.3791259902709303
64919,216970,912.882,3326.930,20.376,0.0145,19.701999999999998,0.0208,19.567999999999998,0.0293,0.9273,0.0140,150.83348349759873,-26.14758460812517,1.7146376544455373
64921,59736,1346.688,3326.962,22.874,0.0799,22.141,0.0935,22.509999999999998,0.3845,1.0183,-0.3220,150.81200519938272,-26.147591785132935,1.431684782353086
64928,216982,2053.651,3327.192,19.784,0.0110,19.025,0.0142,18.701999999999998,0.0165,0.9147,-0.6440,150.77700251804367,-26.147588752041763,1.2177266552627364
64931,59729,743.445,3327.221,22.235,0.0439,22.605999999999998,0.2003,21.936999999999998,0.1662,0.9867,-2.0427,150.8418725297458,-26.147567451135096,1.8451843984719012
64942,59513,3456.033,3327.440,19.192,0.0081,18.52,0.0099,18.402,0.0134,0.8990,-0.3293,150.70756872611514,-26.147566957772778,1.8931867643766571
64954,216981,1973.715,3327.699,20.377,0.0148,19.762,0.0198,19.645000000000003,0.0303,0.9103,0.2307,150.78096025340042,-26.14756582999436,1.2246882039781917
64957,59739,1591.227,3327.789,20.86,0.0181,20.456,0.0282,20.308,0.0522,0.8953,-0.4537,150.7998977392054,-26.14755847325254,1.319672072636406
64959,217033,2954.916,3327.813,19.722,0.0120,18.958,0.0149,18.798000000000002,0.0189,0.9873,-0.4733,150.7323796885985,-26.147558051185566,1.531719657941148
64961,217013,1482.751,3327.838,21.105999999999998,0.0203,20.374,0.0233,20.201999999999998,0.0402,0.7557,-0.3420,150.80526852734923,-26.147554892789998,1.36699307292082
64962,217148,1229.083,3327.844,23.047,0.0930,23.009,0.1687,22.508000000000003,0.2807,0.8603,-0.7763,150.8178279591197,-26.147550568586922,1.5049067370189309
64966,217018,1876.814,3327.886,20.495,0.0152,19.695,0.0205,19.502000000000002,0.0268,0.8860,0.0367,150.78575794913817,-26.1475569026611,1.2382362067268828
64971,59715,3816.503,3327.943,23.296,0.1197,22.915,0.1875,22.363,0.3758,0.8097,-0.1567,150.68972141219172,-26.147536455862934,2.1958253520982414
64972,59847,1889.921,3327.968,21.893,0.0355,21.653,0.0607,21.686999999999998,0.1309,0.8060,0.0450,150.78510900358336,-26.147553350862484,1.2365567319916535
64973,217043,3768.451,3328.031,22.91,0.0784,22.093999999999998,0.1375,21.988999999999997,0.3289,1.1893,-2.7550,150.69210052905717,-26.147533757736507,2.154517356228227
64986,5006620,3313.387,3328.178,,,22.297,0.0895,22.186999999999998,0.1769,0.9295,0.1565,150.71463132839284,-26.147536774158826,1.7840904238801736
64990,217442,3037.152,3328.269,19.281,0.0094,18.445999999999998,0.0110,18.215000000000003,0.0135,0.9710,-0.5267,150.72830808254005,-26.147536817147763,1.5867668709373954
65001,217010,1102.408,3328.401,19.408,0.0103,18.579,0.0121,18.401000000000003,0.0131,0.9573,-1.3687,150.82409978833547,-26.147523379099713,1.5888121038356466
65003,217044,3791.590,3328.442,22.948,0.0867,22.75,0.1113,22.231,0.2368,0.8680,-0.0440,150.69095489987305,-26.147514911863347,2.175417908544726
65009,59801,1803.413,3328.556,22.495,0.0502,22.104,0.1020,21.862000000000002,0.2120,0.8993,-1.3560,150.78939212341805,-26.14752655232362,1.2569941860127913
65023,217088,3740.483,3328.849,21.126,0.0207,20.497,0.0235,20.339,0.0502,0.7940,-0.1720,150.6934852818744,-26.14749809021609,2.132498901571893
65028,217129,3522.437,3328.942,22.291999999999998,0.0448,21.569,0.0559,21.494999999999997,0.1296,0.9190,0.0657,150.70428101324322,-26.147498866817532,1.9509114184607041
65030,217087,3263.659,3328.944,22.085,0.0421,21.421,0.0506,21.430999999999997,0.1070,0.8400,-1.0667,150.71709343965094,-26.147503560867367,1.7491357083999828
65040,217058,955.315,3329.140,19.32,0.0095,18.502,0.0119,18.216,0.0134,1.0087,-0.6153,150.83138252943135,-26.14748736764591,1.6946348331043766
65043,217070,2170.885,3329.161,19.451,0.0108,18.772,0.0125,18.701,0.0203,1.0297,-0.6937,150.7711981005642,-26.14750161541025,1.233378032986799
65045,217111,1286.346,3329.205,21.922,0.0351,21.358999999999998,0.0541,21.094,0.0869,0.8623,-0.4537,150.81499276804996,-26.14749109084468,1.4781335415808325
65056,217086,3100.766,3329.422,22.392,0.0510,21.98,0.0762,21.588,0.1306,0.9360,-0.0650,150.72515848801623,-26.147484745883833,1.6340351980105727
65057,217050,404.317,3329.434,22.371,0.0521,21.803,0.0716,21.657000000000004,0.1434,0.9683,-0.5093,150.85866309571247,-26.14745918254702,2.133980574313825
65063,217125,3242.738,3329.605,20.46,0.0155,19.662,0.0205,19.529000000000003,0.0314,1.0313,-0.3153,150.71812927680455,-26.147474520259312,1.7358245685532823
65075,59784,3517.296,3329.937,23.677,0.1580,22.826,0.1389,22.521,0.2449,0.8983,0.1627,150.70453557342074,-26.147454750674587,1.9495129154482127
65076,217130,3676.283,3329.941,22.139,0.0414,21.71,0.0581,22.25,0.2516,0.9227,-0.9407,150.69666393171147,-26.147451086147363,2.0807722236210853
65078,217049,395.672,3330.030,22.489,0.0575,22.159,0.0851,22.343000000000004,0.2869,0.8957,-0.8063,150.859091098347,-26.147432415548298,2.1439110502301713
65105,217126,3350.504,3330.470,20.602999999999998,0.0157,19.828,0.0174,19.703000000000003,0.0340,0.8213,-0.6200,150.7127936633618,-26.14743425989269,1.8195964442671146
65106,59723,233.599,3330.474,17.627,0.0073,16.851,0.0086,16.7,0.0148,1.3513,-0.9360,150.86711550064348,-26.147407233542005,2.2864252752787744
65108,217145,888.813,3330.509,22.894,0.0720,22.88,0.1481,22.523000000000003,0.3521,0.7977,0.2853,150.83467508921416,-26.147424971202945,1.7499356819371126
65109,59864,626.109,3330.518,23.464,0.1412,22.759999999999998,0.1626,22.04,0.2209,0.9710,-0.7493,150.84768187721212,-26.14741770829519,1.953991773658007
65112,217167,3257.840,3330.581,21.099,0.0197,20.395,0.0245,20.185000000000002,0.0457,0.8480,-0.6683,150.71738157529435,-26.14743089985898,1.7501880109190082
65115,217156,2067.859,3330.714,20.28,0.0141,19.541999999999998,0.0178,19.351999999999997,0.0270,0.8930,-1.0453,150.77629904543053,-26.147432276484317,1.2379980925908762
65133,59906,3682.059,3330.984,23.079,0.0981,23.019,0.1598,22.478,0.2648,0.8767,-1.3990,150.69637798205224,-26.14740459589804,2.0882682290768337
65134,217157,2299.596,3331.054,19.337,0.0100,18.71,0.0133,18.573,0.0210,1.0910,-0.8593,150.76482545082362,-26.14741762532929,1.2622431003585337
65141,5006623,4230.912,3331.190,,,24.393,0.3295,22.293,0.3034,1.1635,-0.4035,150.66920363565143,-26.147380062182407,2.5725358386578927
65142,217179,350.738,3331.193,,0.2575,22.595,0.1267,22.906,0.4180,0.9170,-3.4497,150.86131578970685,-26.147379260646364,2.187408867837477
65143,217169,3540.788,3331.223,21.937,0.0369,21.665,0.0491,21.567,0.1337,0.8853,-0.0060,150.70337248552752,-26.147397106884522,1.9721259505660862
65154,217168,3317.533,3331.343,21.543,0.0284,20.922,0.0294,20.973999999999997,0.0773,0.8027,-0.6573,150.71442611524944,-26.147396036361982,1.7972584404218988
65156,59983,1300.487,3331.424,20.77,0.0171,20.084,0.0258,19.866999999999997,0.0424,0.9247,-0.9290,150.81429258736068,-26.14739270980967,1.482093789228823
65172,59887,712.094,3331.770,23.611,0.1543,23.79,0.4406,22.494,0.3422,0.8797,-3.2147,150.84342462072487,-26.14736443877231,1.8910688371404667
65177,59868,1525.143,3331.892,22.424,0.0552,22.052,0.0839,21.929000000000002,0.2157,0.8970,-1.2927,150.8031695847069,-26.147375286924802,1.3708710137596702
65178,59923,1252.740,3331.896,23.085,0.0857,22.48,0.0943,22.134,0.1995,0.7823,-0.0483,150.8166565904755,-26.147370904224996,1.5124581196440667
65185,217211,3392.063,3332.079,19.815,0.0105,19.24,0.0148,19.125999999999998,0.0220,0.9397,-0.1630,150.71073605887173,-26.14736199599861,1.8565694362888916
65186,59843,1196.001,3332.080,21.634,0.0281,21.099,0.0413,20.9,0.0735,0.8510,-0.0120,150.81946580328125,-26.14736169256848,1.5479024442673235
65190,217192,1510.339,3332.257,21.355,0.0251,21.088,0.0437,21.234,0.0919,0.8480,0.2760,150.80390254354396,-26.147358868457246,1.379510246326184
65197,217296,3311.395,3332.413,23.015,0.0811,22.616,0.1238,22.563000000000002,0.3838,0.7737,-1.3260,150.71473003554115,-26.14734858610802,1.7960573892443892
65211,217253,3617.627,3332.624,20.422,0.0137,19.779999999999998,0.0163,19.585,0.0296,0.8460,-0.1197,150.69956812868176,-26.147333177968978,2.0388430393348362
65212,59925,1329.533,3332.635,22.489,0.0562,22.169999999999998,0.1245,22.051000000000002,0.1701,0.8457,0.3660,150.81285446206982,-26.1473393723174,1.4724131575658366
65215,217444,3198.560,3332.687,19.677,0.0106,18.965,0.0145,18.840000000000003,0.0170,0.9533,-0.3373,150.72031663768124,-26.14733823015148,1.714179302597203
65217,5004446,3136.975,3332.725,18.515,0.0096,17.471,0.0096,16.987000000000002,0.0083,0.9993,-0.5133,150.72336578626053,-26.147337444705094,1.6709241095724354
65218,217183,842.716,3332.729,23.307,0.1203,22.558,0.1313,22.766,0.2653,0.9197,-2.1940,150.83695734617964,-26.14732518486833,1.7950935205245564
65239,59946,272.218,3333.228,22.48,0.0583,21.586,0.0657,21.1,0.1053,0.9790,-1.9293,150.86520332513226,-26.147286172400882,2.2639508403999136
65242,59949,1257.794,3333.263,23.166,0.1047,22.306,0.1040,22.176000000000002,0.2511,0.9243,-2.4823,150.8164063339164,-26.14731023814429,1.5168627128984693
65243,217237,2008.427,3333.287,20.323,0.0135,19.585,0.0162,19.415999999999997,0.0240,0.8077,-0.6737,150.77924158529035,-26.147317656531204,1.254857622420393
65244,217281,1472.998,3333.320,22.339,0.0513,22.137999999999998,0.0881,21.927999999999997,0.1529,0.8097,-0.6130,150.80575132554847,-26.147311112537086,1.4026873432897535
65252,5006624,1693.019,3333.450,,,22.698999999999998,0.1432,22.25,0.2454,1.1060,-0.4240,150.7948578184586,-26.14730800841739,1.3162280301605753
65265,217282,1541.678,3333.777,22.031,0.0382,21.883,0.0797,22.054000000000002,0.1610,0.8560,-0.3907,150.80235088949001,-26.147291723976664,1.3745453723688967
65267,217456,59.760,3333.796,,0.1244,21.461,0.2756,21.067,0.2272,1.9730,0.9047,150.87572232207987,-26.14725325096281,2.454390870371729
65268,217238,2034.398,3333.802,21.009,0.0200,20.367,0.0299,20.346000000000004,0.0545,0.9450,-0.4037,150.77795572666687,-26.14729489053657,1.2566193840385005
65269,59948,983.537,3333.808,23.172,0.1081,22.776,0.1661,22.463,0.2636,0.9183,-0.4383,150.8299851072564,-26.147280537146187,1.6979249704836068
65272,217286,1969.595,3333.973,19.972,0.0124,19.5,0.0173,19.387,0.0249,0.8967,-0.9217,150.7811642008823,-26.147286962597633,1.2618164738349276
65277,60045,1094.830,3334.070,21.938,0.0375,21.474,0.0563,21.301000000000002,0.0957,0.8700,-0.5097,150.82447485581585,-26.147271269468945,1.623257120218415
65280,59969,3335.782,3334.120,22.537,0.0548,23.564999999999998,0.1387,21.945999999999998,0.2712,0.8010,-1.4153,150.71352263905584,-26.147272297404427,1.8198875945825639
65285,217266,323.496,3334.187,22.436,0.0559,22.076,0.0830,21.651000000000003,0.1419,0.8557,-1.6443,150.86266446016785,-26.147245288698052,2.223506721267376
65291,59841,1019.579,3334.273,20.902,0.0181,20.224,0.0269,20.015,0.0370,0.8540,-0.6887,150.82820061493723,-26.147260663152718,1.675162846400712
65293,217327,1533.987,3334.306,22.762999999999998,0.0608,22.171,0.0891,22.610999999999997,0.3025,0.8400,-1.3120,150.8027316724614,-26.147268113530767,1.3808702011187968
65301,59995,3267.459,3334.389,23.339,0.1158,23.034,0.1492,22.866999999999997,0.3177,0.8913,-2.2993,150.71690539600525,-26.147261498918056,1.7698828266112105
65303,5006626,1585.371,3334.450,,,21.903,0.1025,21.746000000000002,0.1565,1.0900,-4.4215,150.80018758759502,-26.147262358229042,1.3604996816983996
65304,217331,1816.013,3334.455,22.126,0.0429,21.561999999999998,0.0582,21.380000000000003,0.1080,0.8447,0.3333,150.78876822699777,-26.147264479339384,1.2888860361613823
65306,60026,3311.465,3334.481,23.131,0.1040,22.326999999999998,0.0899,22.287,0.2416,0.8400,-2.4347,150.71472660914898,-26.14725667383541,1.802781572035909
65318,217326,1431.454,3334.646,20.762,0.0177,19.989,0.0245,19.785000000000004,0.0307,0.8917,-0.6193,150.8078081971488,-26.147251582429295,1.4302021971056218
65320,60068,3162.247,3334.691,22.846,0.0708,22.381,0.1016,22.228,0.2024,0.9287,-0.5660,150.7221145708231,-26.147249703981817,1.6955239585444517
65323,60029,3645.798,3334.706,20.774,0.0164,20.121,0.0211,20.070999999999998,0.0401,0.8797,-0.3753,150.6981734021424,-26.147240010231936,2.067647824775047
65326,60042,610.309,3334.768,22.405,0.0548,21.776,0.0601,21.345,0.1055,0.8257,-0.8717,150.8484640183357,-26.147228369610634,1.9860903492330906
65327,217334,1935.528,3334.784,22.169999999999998,0.0440,21.669999999999998,0.0618,21.381999999999998,0.1182,0.8663,0.1753,150.78285089371593,-26.14725071725428,1.2702400496644906
65337,217313,471.736,3334.993,20.608999999999998,0.0164,19.989,0.0277,19.988,0.0386,0.9773,-0.9780,150.8553249102706,-26.14721424194618,2.1010349377986235
65338,217320,1006.343,3334.996,20.361,0.0149,19.57,0.0193,19.421999999999997,0.0259,0.9530,-0.4403,150.8288559268518,-26.14722824129919,1.6879996083096318
65342,217316,663.722,3335.067,22.698999999999998,0.0672,22.057,0.0934,22.157000000000004,0.2106,0.9647,-1.3543,150.84581947282916,-26.14721658497244,1.9446499951184417
65345,217348,3666.140,3335.137,21.112,0.0203,21.0,0.0364,20.910000000000004,0.0673,0.8180,0.1170,150.69716625775268,-26.1472203881985,2.085651342846556
65347,217333,1862.961,3335.209,20.519,0.0155,19.753999999999998,0.0183,19.555999999999997,0.0258,0.8217,-1.0510,150.7864437690288,-26.147231334940653,1.2838302334381944
65355,217318,679.775,3335.357,19.09,0.0086,18.342,0.0111,18.035000000000004,0.0125,0.9577,-0.8163,150.84502466233226,-26.147204138750123,1.933263002271993
65365,59982,1288.248,3335.533,22.994,0.0881,22.294,0.1183,22.055,0.1958,0.9480,-0.4060,150.81489847680777,-26.1472098791419,1.511531883395753
65367,217391,3364.464,3335.546,22.986,0.0843,22.588,0.1108,22.523000000000003,0.2739,0.9917,-1.4160,150.71210258821102,-26.14720841037309,1.846138940814647
65377,217389,3292.927,3335.747,20.401,0.0143,19.593,0.0163,19.421999999999997,0.0274,0.8960,-0.2787,150.71564447086794,-26.14720072131516,1.7931395940530557
65388,217362,1067.520,3336.039,19.749,0.0101,19.162,0.0141,19.067,0.0193,0.8807,-0.5857,150.82582695977098,-26.14718319458805,1.6516339084940193
65390,217393,3905.284,3336.071,23.457,0.1391,,,22.582,0.4150,1.0795,-3.1135,150.68532600068949,-26.147172867857215,2.291490941332125
65391,59968,3317.798,3336.087,22.221,0.0469,21.848,0.0599,21.392000000000003,0.1118,0.8470,-0.5857,150.7144130857068,-26.14718518744036,1.8127204953153508
