,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec,rgc
9889,166931,2278.120,1058.508,16.41,0.0080,15.718,0.0092,15.56,0.0106,2.3223,-1.0647,150.76588973590358,-26.24841954593175,12.224307570712027
9900,5003362,3433.884,1060.430,,,22.831,0.2288,23.895000000000003,1.1395,1.8125,2.6835,150.70861689480435,-26.248323219205012,12.540700731550114
9902,5001817,236.903,1060.694,,0.3293,24.608,0.3662,22.046,0.3233,1.2950,-2.3920,150.8670403111335,-26.248286180603245,11.905125125221806
9905,5003364,3810.497,1061.013,,,23.006999999999998,0.2749,23.542,1.0940,1.7870,-0.5300,150.68995421332554,-26.248288849301005,12.666463663178662
9910,15999,1634.239,1061.704,23.661,0.1624,22.718999999999998,0.1669,22.186999999999998,0.3491,1.1513,-0.5247,150.79779666629793,-26.248273727537295,12.070123143855668
9913,5003365,2034.949,1062.213,,,23.421,0.2999,22.011000000000003,0.4547,1.4825,-0.6580,150.77793984875345,-26.24825428261126,12.147279536701955
9916,5003367,1501.666,1062.408,,,24.195999999999998,0.2723,22.848,0.2665,1.5915,1.9025,150.80436618707063,-26.24824078664807,12.042461146744712
9923,5003370,2019.578,1063.042,,,24.019,0.4340,21.961,0.2924,1.4615,2.8910,150.77870154003696,-26.248217366762685,12.139070486621467
9933,5003371,196.929,1065.238,,,25.371,0.5295,21.311999999999998,0.2292,1.6365,9.0770,150.86902100000896,-26.248082809798554,11.876262101097844
9934,5003372,3906.936,1065.252,,,23.919,0.4989,23.279000000000003,0.7680,1.4945,2.1765,150.68517540264887,-26.248097896279727,12.676603114692163
9936,5003373,436.481,1065.733,,,23.404,0.3333,22.136000000000003,0.2912,1.2570,-1.7090,150.85715025279424,-26.2480688907007,11.88954053843879
9939,167109,1372.939,1066.398,20.151,0.0138,19.637999999999998,0.0195,19.461,0.0455,1.1990,-0.9720,150.81074506089348,-26.24806156387688,11.997579644129607
9941,16011,43.517,1066.618,,0.1642,22.747,0.1761,21.758000000000003,0.4501,1.8413,3.5157,150.8766230955639,-26.248015789326512,11.86056580279308
9964,5003377,367.053,1069.670,,,24.428,0.4724,23.5,1.1593,1.6235,-1.9070,150.86059053563767,-26.24789167214219,11.861316057500746
9968,5003378,3070.507,1070.572,,,22.938,0.4111,22.570999999999998,0.3265,1.8945,1.7455,150.72662385425437,-26.24787834125748,12.366841185472163
9973,5003380,2114.695,1070.956,,,24.208,0.5311,22.293,0.3582,1.4390,0.1910,150.7739880786488,-26.247866012776374,12.11333399259586
9980,5003382,3799.869,1071.940,,,22.749,0.2120,22.671999999999997,0.3173,1.5930,3.1255,150.6904811826967,-26.24780347867331,12.599097330459662
9984,167158,565.404,1072.272,,0.3095,23.639,0.2357,23.854999999999997,1.3829,1.2870,0.2583,150.85076140215372,-26.24778221494605,11.862058518426684
9988,167178,901.455,1073.040,,0.3061,23.741,0.4348,22.981,0.6941,1.1840,-1.1837,150.83410877897532,-26.247757036950592,11.892566013771393
9989,5003383,4255.250,1073.094,,,22.604,0.1147,22.356,0.4252,1.5405,1.9340,150.66791537397907,-26.24773882409151,12.762581957633031
9993,5003384,1949.171,1074.453,,,22.791,0.3075,22.576,0.4533,1.6940,-3.0145,150.78219041682337,-26.24770983395948,12.056853808191818
9994,167188,1661.458,1074.498,23.862,0.1742,23.247999999999998,0.1874,22.191000000000003,0.2756,1.0940,-0.2873,150.79644769950684,-26.24770540954718,11.999750697442884
10002,5003387,337.112,1076.109,,,23.742,0.3381,23.070999999999998,0.9138,1.4815,-2.5925,150.86207398706006,-26.24760450375291,11.821586897083195
10003,5003388,1659.363,1076.146,,,23.27,0.2547,22.36,0.4129,1.2785,2.7710,150.79655149481428,-26.247632142544848,11.989652247386195
10006,5003391,471.854,1076.919,,,24.242,0.6496,22.586,0.3605,1.3450,3.4055,150.85539699684307,-26.247572848009522,11.826906001306122
10007,5003392,1995.830,1076.922,,,22.823999999999998,0.3640,22.950000000000003,0.7398,1.8605,-1.4095,150.77987826984486,-26.24760036155972,12.052185062987618
10011,5003393,1849.414,1077.445,,,23.955,0.3853,23.250999999999998,0.8123,1.4105,-3.4995,150.78713373380302,-26.247576175403992,12.018716775810388
10012,5003394,1484.031,1077.672,,,23.576,0.3101,22.238,0.3073,1.2585,0.2960,150.80523983725834,-26.247562146815817,11.949538037195724
10013,5003395,3737.794,1077.676,,,23.249,0.4694,22.128,0.3246,1.9640,-0.0590,150.6935573913525,-26.247550095336006,12.543682902209595
10016,5003397,1056.986,1078.383,,,23.8,0.2792,22.356,0.4875,1.3785,1.0975,150.826401500049,-26.24752306598532,11.880736435161236
10018,5001834,758.096,1079.066,,0.4093,23.642,0.2786,,,0.6065,2.4055,150.84121258563965,-26.24748563039011,11.841051492478064
10019,5003398,3760.209,1079.298,,,22.752,0.2216,23.012999999999998,0.6743,1.5535,0.7685,150.69244668967752,-26.247477454990015,12.542169265748395
10022,5003401,867.308,1079.735,,,23.865,0.4198,22.770000000000003,0.5531,1.3735,-1.4890,150.83580071129646,-26.24745866028475,11.849238240627725
10024,5003402,4285.658,1080.406,,,24.39,0.3311,21.96,0.4576,1.4685,-2.5040,150.66640881823326,-26.24741282981324,12.732227676380766
10037,5003405,1276.906,1082.265,,,23.313,0.2448,23.177999999999997,0.6237,1.1650,1.4240,150.8155035698285,-26.24735477301001,11.889170411798599
10048,5003408,4284.497,1084.066,,,24.178,0.3094,21.988,0.3342,1.6610,-2.9495,150.6664664870364,-26.24725020308522,12.710624255042232
10049,5003409,3803.826,1084.278,,,22.660999999999998,0.2084,22.869,0.6964,1.5920,-0.0720,150.69028544840523,-26.247255024451622,12.528738343489842
10050,5003410,3472.139,1084.289,,,22.496,0.2627,22.537,0.3927,1.9590,-0.3250,150.70672173180017,-26.2472620741041,12.413994972646591
10051,5003411,1450.227,1084.600,,,23.177,0.3970,22.743000000000002,0.5059,1.8195,1.7485,150.80691484126606,-26.24725375762501,11.903039582224336
10055,5003414,2119.066,1085.152,,,25.660999999999998,0.5777,22.880000000000003,0.8180,1.3005,8.5585,150.77377142972986,-26.247235095238388,12.03067818020224
10058,5003415,3917.176,1085.674,,,23.271,0.2617,21.519,0.2131,1.4295,-0.3775,150.6846685937292,-26.24718997530485,12.561710124572809
10066,5003417,92.811,1087.024,,,25.145,0.9120,21.759999999999998,0.3375,1.8220,0.4575,150.87417953915588,-26.247110731778037,11.743934972218154
10070,5003418,4218.333,1087.352,,,23.878,0.3700,23.028,0.6082,1.4520,1.5285,150.669745265387,-26.247106353045492,12.665759549076158
10073,5003419,247.920,1087.591,,,22.564,0.1845,21.487000000000002,0.2115,1.4085,0.5595,150.86649333248414,-26.247091149820633,11.74881469742033
10078,5003422,2122.736,1088.957,,,24.776,0.4243,22.875999999999998,0.9308,1.5910,0.8110,150.77358955504943,-26.2470659959255,12.009085016296828
10079,167279,323.868,1088.976,23.596,0.1566,22.877,0.1993,22.532000000000004,0.4019,1.1583,-0.0107,150.86272979549392,-26.247032196176587,11.745524699483422
10088,5003423,1956.559,1090.407,,,24.153,0.2799,22.353,0.5332,1.1795,-3.0725,150.78182420926714,-26.24700081340625,11.964393154968674
10091,5003424,14.512,1091.144,,,24.063,0.3314,26.237000000000002,0.4837,0.3615,2.2775,150.87805934467093,-26.246924630370817,11.716661363195234
10093,5003425,2191.707,1091.451,,,24.7,0.2273,22.110999999999997,0.3425,1.5175,1.5930,150.77017179047962,-26.24695532042166,12.010082433998852
10099,16366,2978.486,1092.780,15.503,0.0058,15.158,0.0059,15.16,0.0079,2.2153,-1.0663,150.73118413786105,-26.24689245428654,12.209171155054142
10105,5003426,538.313,1093.378,,,22.83,0.4631,22.500999999999998,0.5455,1.7345,0.5620,150.8521031609307,-26.24684336915862,11.736095198649451
10107,5003427,2104.510,1093.573,,,24.476,0.2959,22.762999999999998,0.7174,1.2990,2.0390,150.7744927013181,-26.246860782995405,11.977810942780271
10110,5003429,920.517,1093.696,,,25.162,0.4860,22.461,0.4843,1.3590,8.4690,150.833163645935,-26.24683944664348,11.773513930749782
10114,167326,3940.817,1094.234,17.305,0.0077,16.722,0.0091,16.240000000000002,0.0161,1.7730,-1.2763,150.68349736363305,-26.246808878239047,12.52070212375567
10116,5003431,1582.293,1094.369,,,24.119,0.4665,22.592,0.2755,1.2775,-0.3110,150.80037035868145,-26.24682134313998,11.86828237338444
10125,167356,45.204,1095.787,,0.4038,23.404,0.1953,,,0.3560,2.1675,150.87653825576913,-26.24671946082437,11.690860017149435
10127,5003433,1028.486,1096.548,,,24.595,0.4390,22.272,0.2732,1.2085,6.4050,150.82781334439858,-26.246715126200137,11.770213636305924
10132,5001848,3609.414,1097.024,,0.2563,22.493,0.2640,21.701999999999998,0.2344,1.2650,3.7100,150.69991957545713,-26.24669318320498,12.386202055931332
10140,16419,1457.750,1098.988,23.982,0.2280,23.564999999999998,0.1829,22.369,0.4089,1.1430,-1.0750,150.80654182021135,-26.246614401559345,11.819555589825965
10145,5003435,3656.864,1101.370,,,22.044999999999998,0.1317,21.979999999999997,0.2053,1.7400,1.5375,150.69756838004426,-26.24649895391142,12.377312110461425
10147,5003437,1517.718,1102.038,,,24.328,0.3381,22.093000000000004,0.3795,1.3155,4.2585,150.80357015926916,-26.246479675514497,11.811778678872672
10150,5003438,257.743,1102.524,,,24.845,0.3398,22.088,0.4316,1.6220,5.9560,150.86600599284347,-26.246427806160515,11.662256482316119
10156,167383,3927.449,1103.102,23.742,0.1593,23.73,0.3646,22.061999999999998,0.2814,1.1393,-3.6087,150.6841600655027,-26.2464151177061,12.464284818272915
10158,5003439,3699.535,1103.450,,,22.904,0.3399,23.29,0.4432,1.8360,-0.2230,150.6954539474678,-26.246405510876535,12.380135380745388
10159,167417,4359.355,1103.852,,0.2285,,,21.186999999999998,0.4134,1.8375,-1.1425,150.66275777915175,-26.246368257891586,12.62609498472497
10162,5003440,2141.403,1104.073,,,24.041,0.4188,21.741,0.2622,1.4890,0.8960,150.7726644929683,-26.24639422952333,11.924241731019274
10166,5003441,2172.691,1104.591,,,24.601,0.3678,22.069000000000003,0.3630,1.3510,-1.4495,150.77111406847936,-26.24637128393879,11.928313067802128
10168,167395,1509.369,1104.907,23.28,0.1163,22.547,0.1431,22.479999999999997,0.2980,1.0797,-2.1703,150.80398383690755,-26.246352053091545,11.793441539919973
10173,5003442,186.864,1105.261,,,24.945999999999998,0.3363,21.435000000000002,0.2366,1.4155,9.0710,150.8695181617597,-26.246303657792502,11.642305995936464
10182,5003444,234.648,1106.766,,,24.601,0.7435,22.061,0.4095,1.3380,4.0205,150.86715025755828,-26.246238467056145,11.63615813194362
10188,5003446,4200.870,1108.076,,,23.968,0.3191,21.967,0.3652,1.5955,-1.9690,150.67061136109328,-26.24618585722751,12.53912129644883
10191,5003447,196.298,1108.442,,,24.837,1.0703,21.627000000000002,0.2195,1.5935,-1.4325,150.86905055138942,-26.246162618986418,11.62426146847313
10194,5003449,3927.597,1109.097,,,24.651999999999997,0.3864,22.124000000000002,0.2913,1.2710,-2.1110,150.6841529157667,-26.24614867030133,12.429534957064073
10195,5003450,832.497,1109.230,,,24.779999999999998,0.3589,22.689,0.5119,1.0450,3.1875,150.83752490616197,-26.24614691805047,11.67212248597264
10197,5003451,3479.630,1109.402,,,22.881999999999998,0.2955,22.927,0.6221,1.9840,-1.9775,150.70635108463614,-26.246145795404093,12.269874169467261
10203,16557,1487.750,1111.145,23.77,0.1867,23.583,0.2757,22.875,0.8842,1.1963,-0.9957,150.80505503277706,-26.24607451472469,11.753006413348691
10213,5003453,1013.255,1112.036,,,24.384,0.3325,23.671,1.1588,1.1595,4.8420,150.82856771514005,-26.24602644187788,11.677221945433715
10215,5001861,4311.765,1112.305,,0.2370,24.354,0.3529,22.076,0.5304,1.5183,-0.0527,150.66511633395555,-26.24599421668565,12.55832736591572
10216,5003455,222.090,1112.372,,,24.732,0.3318,22.408,0.4739,1.4065,-2.6680,150.8677723250329,-26.245988870271404,11.60275043145723
10219,5003456,1066.965,1113.029,,,23.343999999999998,0.4968,22.192,0.3187,1.9880,-0.2405,150.82590619617304,-26.24598345988929,11.67835944037296
10220,167472,1370.348,1113.146,23.102,0.1000,22.384,0.1291,21.958,0.2738,1.0987,-0.7900,150.81087263367482,-26.245983841592178,11.721906577835984
10223,5003457,730.343,1113.760,,,22.165,0.1361,21.497999999999998,0.2099,1.4820,-0.0195,150.84258681963965,-26.245942946852175,11.63465552987417
10226,5003458,523.821,1114.649,,,23.032999999999998,0.2620,22.424,0.2780,1.3005,-1.6710,150.85282057458525,-26.245897559559292,11.610356205721192
10229,5003459,3759.056,1114.696,,,23.951,0.4078,22.232,0.4036,1.4250,-0.2645,150.69250479967926,-26.24590424555257,12.335774961284747
10236,5003461,4084.632,1115.674,,,24.459,0.3048,22.662,0.3343,1.2865,5.2170,150.6763715686201,-26.245851808911894,12.450350263464827
10237,167486,2897.349,1115.879,15.827,0.0078,15.189,0.0098,14.976,0.0145,3.6640,-1.5297,150.73520501914473,-26.24586671402518,12.049918405188086
10240,5003462,3609.419,1116.517,,,23.355999999999998,0.3767,22.706000000000003,0.5800,1.6725,5.9680,150.69991980930712,-26.24582683091426,12.27257606834737
10248,5003464,4096.112,1117.594,,,24.41,0.3281,22.857,0.7448,1.4245,-4.9015,150.67580276584,-26.245766126777696,12.443616245410055
10250,5003465,2132.614,1118.003,,,23.329,0.2756,22.022,0.2880,1.4215,-1.8305,150.7730999725103,-26.245775095927446,11.840191786412513
10253,167490,979.859,1118.355,23.364,0.1185,22.463,0.1163,21.79,0.2254,1.0787,-1.8827,150.8302224319584,-26.245744858017822,11.635884456797479
10266,5003467,4089.972,1120.133,,,23.977999999999998,0.2862,22.5,0.5916,1.2940,2.8655,150.67610710649694,-26.24565346986599,12.426565553360195
10275,5003468,288.305,1122.146,,,23.825,0.4077,21.834000000000003,0.4357,1.5670,-1.2510,150.86449080328467,-26.245556774982855,11.549580244172704
10282,5003470,3836.658,1123.118,,,23.9,0.2999,22.136000000000003,0.3629,1.4380,-2.8710,150.68865963169887,-26.245527961463402,12.314768673047503
10286,5003471,379.644,1123.386,,,24.166999999999998,0.4898,22.741,0.1898,1.3805,0.1560,150.85996465484627,-26.24550471810554,11.548283275957706
10290,16681,3843.154,1123.914,,0.3589,25.127,0.3206,22.354,0.2320,1.1000,-1.2313,150.68833775962977,-26.245492413905357,12.312506889492967
10301,167566,881.989,1125.546,23.57,0.1511,22.256,0.0991,21.487000000000002,0.1605,1.0100,0.4403,150.83507198631105,-26.245422980002132,11.581936327325346
10302,16705,1185.669,1125.582,,0.3536,24.000999999999998,0.2436,23.357999999999997,0.8963,0.9733,-3.1067,150.82002378451307,-26.24542792108916,11.620837673578121
10303,5003474,4333.329,1125.786,,,25.602999999999998,0.3829,21.578000000000003,0.3898,1.9935,-1.8785,150.66404829083672,-26.245394322979923,12.489141947874808
10308,5003477,4190.523,1126.426,,,24.518,0.1937,22.037,0.3181,1.4585,5.1910,150.6711247415267,-26.24537063863914,12.4289873035325
10311,5003478,3454.814,1126.585,,,27.971999999999998,0.4365,22.863,0.7958,0.7180,0.5640,150.7075811696448,-26.245382601313167,12.161247016786124
10329,5003482,4180.491,1130.550,,,24.02,0.3008,21.838,0.2852,1.2295,2.3230,150.67162200091315,-26.245187671930623,12.401230624976366
10334,16757,668.774,1131.651,15.389,0.0056,15.027,0.0066,15.044,0.0089,2.4507,-0.6837,150.84563719745586,-26.24514611861604,11.523695367263857
10336,167623,3915.248,1132.400,23.119,0.0985,22.352,0.0987,22.223999999999997,0.3022,1.0770,-0.5890,150.6847655572588,-26.245113325904654,12.289697747718643
10338,5001879,3234.002,1132.564,,0.2390,,,22.584000000000003,0.5162,1.5010,0.1865,150.71852313268187,-26.24512078520002,12.054306812524363
10340,5003484,4066.939,1133.296,,,24.122,0.2812,22.587000000000003,0.4876,1.3655,2.4425,150.6772488966191,-26.24506914610543,12.341536528738269
10341,167616,409.645,1133.357,18.499,0.0094,18.055,0.0133,18.0,0.0209,1.4727,-1.1300,150.85847766554485,-26.24506253672109,11.49212156469578
10345,5003485,3994.080,1134.341,,,22.774,0.1672,21.592,0.2086,1.5470,1.5535,150.68085928471487,-26.24502484374833,12.307866528633054
10347,167630,1537.171,1134.879,18.881999999999998,0.0085,18.332,0.0115,18.128999999999998,0.0219,1.3047,-1.4387,150.80260572517213,-26.24502033633722,11.621687221246113
10350,5003486,189.830,1135.108,,,24.811,0.2660,23.208,0.3307,1.6575,-2.8450,150.86936999740965,-26.244977237454396,11.468473207557816
10359,5003489,2147.954,1137.052,,,23.971,0.3701,22.381,0.6330,1.7070,2.2900,150.7723397740796,-26.24492851832882,11.731448304310465
10361,5003490,2132.683,1137.103,,,23.66,0.2695,22.969,0.5834,1.5035,-1.2910,150.77309649264575,-26.244926209961054,11.727686503611842
10367,5003491,1310.706,1138.074,,,23.804,0.2420,23.214,0.7806,1.2800,4.5700,150.81382761244143,-26.244874960690296,11.565822650523588
10372,16812,302.096,1138.348,23.766,0.1886,24.561999999999998,0.4630,22.078000000000003,0.2993,0.9483,-0.3013,150.86380680911577,-26.24483715966774,11.455853536125527
10375,5003492,1699.846,1138.541,,,23.27,0.2140,21.711,0.3041,1.0245,0.6365,150.7945447000174,-26.244859468480392,11.62954813556953
10381,5003493,191.937,1140.008,,,24.188,0.4733,22.485999999999997,0.5229,1.4915,-1.9725,150.86926539507354,-26.244759536300947,11.440021199236325
10382,5003494,572.846,1140.233,,,23.579,0.3117,23.607999999999997,0.9367,1.2710,0.1075,150.85039040516895,-26.24476195837358,11.464729515053847
10383,5003495,1175.059,1140.381,,,24.044999999999998,0.3356,23.439999999999998,0.8295,1.2480,0.9180,150.82054922544864,-26.244769988056255,11.53227235519503
10385,5003496,369.569,1140.642,,,22.737,0.3690,22.241,0.4586,1.7600,-0.0205,150.86046326981582,-26.244737458379845,11.446780312764304
10386,5003497,2042.439,1140.941,,,24.394,0.3675,22.924,0.4817,1.1780,-4.0465,150.77756830434024,-26.24475530532607,11.685029457321054
10389,5003498,2236.871,1141.396,,,25.519,0.7407,22.106,0.3983,1.4880,-0.1910,150.76793369457192,-26.24473561639096,11.726417407508176
10393,5003499,3805.448,1141.457,,,23.201,0.4367,22.095,0.3043,1.9435,3.0025,150.69020669688257,-26.2447137044863,12.1968513033401
10395,5003500,277.214,1141.994,,,24.293,0.5049,22.433999999999997,0.3549,1.3500,3.9910,150.86503963484907,-26.2446742653199,11.433090355261411
10397,5003501,3907.547,1142.192,,,23.651999999999997,0.2507,21.854,0.3283,1.1550,0.8945,150.6851474593167,-26.244678338505555,12.230010020993182
10398,5003502,4352.167,1142.192,,,24.413999999999998,0.2911,21.644,0.3690,1.8785,-0.7000,150.66311545207537,-26.24466451710679,12.40210290405512
10402,167696,563.320,1142.621,19.267,0.0102,18.619,0.0145,18.473,0.0219,1.1770,-1.3760,150.85086236386525,-26.24465554490463,11.449934829584272
10408,5003504,3791.986,1143.489,,,25.105,0.3041,22.404000000000003,0.5420,1.1695,1.5540,150.69087382982457,-26.24462373644298,12.180163241458079
10412,5003505,3872.583,1144.515,,,24.122999999999998,0.3745,22.205,0.4529,1.1445,-1.7235,150.68688008095646,-26.244576038861336,12.203613264160907
10413,5003506,329.663,1144.517,,,24.486,0.3086,23.018,0.4572,1.3530,-2.5325,150.8624405658729,-26.244563913325322,11.42155182600845
10414,167710,2085.275,1144.614,19.424,0.0110,18.874,0.0150,18.641,0.0308,1.3283,-1.4520,150.77544565466783,-26.24459223406515,11.672816831416773
10416,16915,1818.217,1144.994,23.614,0.1455,22.392,0.1250,22.032000000000004,0.2552,0.9520,0.3760,150.7886790473372,-26.244573759864895,11.614410979840489
10417,16935,3520.134,1145.034,,0.3628,23.58,0.4631,,,1.3295,-0.6120,150.70434480479275,-26.244561331465793,12.075641874228666
10429,16944,1385.876,1146.173,16.691,0.0079,16.191,0.0087,16.075,0.0182,2.0093,-0.6567,150.8101026026646,-26.244516223670466,11.529919953790076
