,ID,X,Y,K,K_err,J,J_err,H,H_err,chi,sharp,ra,dec
52135,172229,453.592,10536.87,20.952,0.2085,22.817999999999998,0.1276,21.6465,0.1814,1.7637,-0.4550,16.290670215662917,2.19345334677051
52136,313056,657.535,10537.14,19.738,0.0921,20.477999999999994,0.0276,19.833499999999997,0.0562,1.8293,-0.6040,16.281599520705484,2.1934658201251116
52138,313061,3348.328,10537.24,20.133,0.1240,20.789,0.0157,20.168499999999998,0.0689,1.7107,-0.4650,16.161921966882353,2.1934713697569035
52140,313060,3213.239,10537.42,19.921,0.1005,20.714,0.0176,20.0715,0.0613,1.6427,-0.6473,16.16793027680346,2.1934795420917714
52141,313066,3236.240,10537.67,20.118000000000002,0.1063,21.082,0.0201,20.455499999999997,0.0802,1.5960,-0.7480,16.166907268360923,2.1934906253743995
52142,313064,1360.372,10537.71,19.392,0.0712,20.168,0.0213,19.5825,0.0443,1.6880,-0.7737,16.250339680893944,2.1934923642506865
52143,313067,3338.475,10537.97,19.548000000000002,0.0753,20.409999999999997,0.0137,19.7475,0.0538,1.6297,-0.6637,16.162360194680716,2.1935038271037723
52144,313065,2205.972,10538.08,19.255,0.0707,20.019999999999996,0.0220,19.4395,0.0529,1.9497,-0.4117,16.21273018707539,2.193509401172622
52145,313068,4245.375,10538.23,20.87,0.2154,21.772999999999996,0.0240,21.534499999999998,0.2014,1.8157,-1.1973,16.12202432495147,2.1935136125907837
52146,172235,2317.049,10538.45,19.161,0.0803,19.936,0.0248,19.3785,0.0535,2.2430,0.0183,16.207789848094297,2.193525853072485
52147,172257,4373.391,10538.88,20.79,0.3056,21.741,0.0225,21.3205,0.1857,1.9650,0.3507,16.116330607101172,2.1935421637079076
52148,172255,695.537,10538.91,22.391000000000002,0.6569,22.422999999999995,0.0962,21.7895,0.2160,1.8790,-2.7930,16.27990932313055,2.1935445677329697
52151,172244,3084.684,10538.97,22.3,0.6260,22.736999999999995,0.1180,22.261499999999998,0.2957,1.9500,-2.7680,16.173647975721586,2.193548571685454
52153,313069,408.807,10539.39,20.497,0.1603,21.272999999999996,0.0466,20.6485,0.0934,1.8883,-0.6220,16.292662106295722,2.1935652336471594
52154,313072,3403.691,10539.52,20.802,0.1968,21.403,0.0210,20.700499999999998,0.0979,1.6820,-1.6677,16.159459601824523,2.1935726239149718
52155,313074,3476.788,10539.75,21.999,0.4608,22.259,0.0369,22.3435,0.3295,1.6713,0.0700,16.156208490142348,2.19358273726955
52158,313075,4156.841,10540.05,19.748,0.0800,20.561,0.0156,19.8855,0.0468,1.4453,-0.4187,16.125962013153107,2.1935947208169515
52163,313080,4404.264,10540.46,18.579,0.0532,19.427,0.0124,18.8275,0.0357,1.9720,-0.0927,16.114957477386415,2.193612300210561
52164,313078,2127.559,10540.52,17.87,0.0283,18.980999999999995,0.0147,18.1835,0.0212,1.7063,-0.2030,16.21621773945966,2.1936178287639816
52165,172273,516.550,10540.53,21.011,0.2148,21.561,0.0545,21.7135,0.2156,1.8517,-0.7507,16.287870064807834,2.1936161629138518
52166,172290,4200.880,10540.81,21.76,0.4185,22.400999999999996,0.0407,21.886499999999998,0.2283,1.7123,-1.0007,16.124003305827,2.1936283896064777
52167,313079,2875.602,10541.14,18.711000000000002,0.0482,19.491,0.0179,18.8725,0.0276,1.7160,-0.3933,16.18294725047793,2.1936451986104073
52168,313077,1467.219,10541.15,20.339,0.1357,20.464,0.0255,20.3755,0.0773,1.8047,0.0523,16.245587484199046,2.1936453778502574
52169,172289,3900.441,10541.26,21.018,0.2114,21.644,0.0279,21.2345,0.1319,1.6470,-0.0663,16.1373658184617,2.193649078310458
52171,172291,4475.416,10541.27,21.708000000000002,0.6396,22.674,0.0492,21.3985,0.4294,2.7873,-1.4460,16.11179287718951,2.1936480998830326
52172,313084,2070.106,10541.58,19.458000000000002,0.0725,20.259999999999998,0.0250,19.6865,0.0517,1.7917,0.3917,16.21877306000963,2.193664922851008
52174,172302,3284.167,10541.61,21.495,0.3298,22.187999999999995,0.0397,22.0965,0.2950,1.7977,0.0917,16.16477562993749,2.1936656739590297
52179,172303,3885.841,10542.29,21.755,0.5578,22.105999999999995,0.0301,21.6805,0.1928,1.6910,-2.9270,16.13801517551356,2.193694885821595
52181,313087,1278.429,10542.54,20.171,0.1149,20.903,0.0339,20.2735,0.0686,1.7140,-1.0453,16.25398423928947,2.1937069200466897
52182,313088,2641.718,10542.64,19.336000000000002,0.0613,20.247999999999998,0.0239,19.566499999999998,0.0439,1.6413,-0.3237,16.193349639211174,2.193712001624029
52183,172318,3930.723,10542.75,21.305,0.3005,22.236999999999995,0.0357,21.7685,0.2089,1.7967,-2.6877,16.136018973976736,2.19371523545172
52185,313089,4368.590,10543.14,20.355,0.1895,20.882999999999996,0.0160,20.4915,0.1086,2.1483,-0.2450,16.116544128819328,2.193731507034095
52190,313099,3662.242,10543.49,20.914,0.2150,21.367999999999995,0.0198,20.6115,0.0963,1.7403,0.3693,16.14796010873079,2.1937486494624565
52191,172334,4119.826,10543.64,21.336000000000002,0.3173,22.876999999999995,0.0511,23.0385,0.7702,1.7393,-1.6763,16.127608307477352,2.1937543630222045
52192,313098,3178.863,10543.64,21.353,0.3040,21.833,0.0385,21.3245,0.1607,1.8640,-0.7817,16.169459200885445,2.193756022414434
52195,313093,1008.741,10543.73,20.55,0.1702,20.403,0.0253,20.519499999999997,0.0916,1.9323,0.3627,16.265979066310628,2.1937593912779723
52196,313097,2394.784,10543.80,18.818,0.0554,19.747,0.0200,19.0625,0.0369,1.8503,-0.1840,16.204332450867096,2.1937636230214523
52200,313101,718.982,10544.45,19.842,0.0943,20.693999999999996,0.0311,20.1815,0.0667,1.7433,-1.2160,16.278866578878247,2.193790835858432
52202,172347,3828.495,10544.67,21.255,0.3019,22.178999999999995,0.0307,22.0265,0.2538,1.7323,-1.1597,16.140565728995796,2.193800778822203
52203,313104,2986.374,10544.70,20.198,0.1215,20.985999999999997,0.0346,20.3595,0.0749,1.7547,-1.4450,16.178020474767003,2.193803328208905
52205,172333,2851.458,10544.88,21.69,0.3688,22.300999999999995,0.0890,21.7945,0.2416,2.0030,0.1770,16.184021093552932,2.193811435872774
52207,313105,3114.225,10545.17,20.686,0.2096,21.421,0.0321,20.8555,0.1161,1.8157,-0.5640,16.172334083931016,2.193824092460499
52208,313107,3567.174,10545.36,21.618000000000002,0.3839,21.791999999999994,0.0242,21.2065,0.1364,1.7070,-1.7723,16.15218841366034,2.1938319226040233
52210,172346,3112.056,10545.46,20.947,0.2543,22.18,0.0544,21.7855,0.2583,1.8163,-2.3227,16.172430553610795,2.1938369834446543
52211,313115,4148.923,10545.48,19.174,0.0603,20.053999999999995,0.0134,19.313499999999998,0.0361,1.5840,-0.0257,16.126314167162814,2.193836069552191
52213,313116,4272.973,10545.82,20.796,0.2079,21.363999999999997,0.0209,20.705499999999997,0.1002,1.7957,-0.8437,16.120796841959272,2.1938508696428602
52214,313114,4100.693,10545.93,18.612000000000002,0.0385,19.54,0.0113,18.839499999999997,0.0264,1.4810,-0.0717,16.128459273887643,2.1938561845781304
52220,313113,1358.773,10546.69,21.056,0.2412,21.65,0.0549,21.3635,0.1550,1.9047,-1.1173,16.250410809302352,2.193891467316484
52221,5003017,841.774,10546.93,21.693,0.7489,22.177999999999997,0.0815,21.958499999999997,0.2583,2.1883,-1.7467,16.273405206439723,2.1939013050729796
52222,172371,1389.108,10547.28,21.03,0.2078,21.872999999999998,0.0662,21.7285,0.1785,1.7810,-0.6590,16.24906160950477,2.1939177268047856
52226,313126,3733.024,10548.08,19.476,0.0782,20.32,0.0139,19.682499999999997,0.0452,1.6183,-0.0190,16.144811954013655,2.1939525169703664
52228,313125,3301.520,10548.44,21.614,0.3482,22.296999999999997,0.0421,21.8285,0.2343,1.8040,-3.5133,16.164003818026426,2.1939692024861053
52230,313132,3879.511,10548.68,20.344,0.1384,21.064,0.0172,20.5705,0.0939,1.7253,-1.1860,16.13829670078102,2.193978894506718
52231,172397,3696.855,10548.68,21.896,0.4719,22.440999999999995,0.0399,21.4855,0.1751,1.8043,-1.6607,16.146420629507528,2.1939792501485598
52232,313129,1337.826,10548.71,18.892,0.0497,19.704,0.0178,19.0945,0.0317,1.6297,-0.1610,16.251342464882327,2.1939812170175768
52233,172385,3097.072,10548.73,21.401,0.3864,22.644999999999996,0.0701,22.5355,0.4405,1.8813,-2.4963,16.173096989399184,2.1939823302356376
52234,313128,1127.229,10548.75,20.681,0.1647,21.358999999999995,0.0445,20.9175,0.1159,1.7873,-0.4177,16.260709121676786,2.1939826939557134
52235,313130,3070.515,10548.75,21.221,0.2630,21.784999999999997,0.0535,21.220499999999998,0.1288,1.8333,-0.3293,16.17427815715737,2.1939832461122837
52236,313131,3741.618,10548.86,21.071,0.2417,21.589,0.0219,21.2775,0.1538,1.7287,0.3963,16.1444297202494,2.193987166944703
52237,172396,3647.203,10548.92,22.398,0.6913,22.381,0.0388,21.7035,0.1936,1.6927,-1.0727,16.148628984668303,2.193990005708931
52239,313133,4178.113,10549.03,20.815,0.1801,21.506999999999998,0.0204,21.0245,0.1087,1.5480,-1.3147,16.12501588668926,2.193993773519247
52242,313137,3903.425,10549.45,18.262,0.0361,19.308,0.0113,18.5095,0.0235,1.6380,-0.1223,16.13723308469006,2.194013066369665
52243,313135,3201.212,10549.52,16.62,0.0200,18.114999999999995,0.0111,17.2305,0.0176,2.2737,0.3160,16.168465185110296,2.1940173259461893
52244,313136,3289.853,10549.63,19.585,0.0765,20.451,0.0142,19.8155,0.0455,1.4883,-0.7357,16.16452272620874,2.1940221057003004
52249,313142,2505.455,10550.49,18.809,0.0501,19.713,0.0220,19.043499999999998,0.0370,1.8667,-0.6863,16.19941016720142,2.1940609320372895
52253,172425,3117.055,10550.78,21.449,0.3290,22.808,0.0847,23.1985,0.6528,1.8720,-0.8647,16.172208209524825,2.194073419042053
52255,172429,4043.231,10550.88,21.805,0.4105,22.251999999999995,0.0349,22.1755,0.3196,1.8157,-1.1310,16.131014979927365,2.1940763145198283
52257,172426,3256.225,10551.01,22.107,0.5145,23.187999999999995,0.0873,22.0365,0.2808,1.8490,-2.0907,16.166018386940532,2.1940834807009075
52258,172428,4024.824,10551.03,21.603,0.4226,22.716,0.0431,22.604499999999998,0.4778,1.7197,-1.0930,16.13183366115673,2.1940830228995316
52260,172430,4300.266,10551.05,21.809,0.4981,22.355999999999995,0.0364,21.6225,0.2149,1.9740,-2.1447,16.119582929489496,2.194083239250011
52261,313143,2615.017,10551.13,18.274,0.0325,19.293,0.0160,18.522499999999997,0.0248,1.6440,-0.0163,16.194537208754657,2.1940893404242585
52263,313140,1262.153,10551.19,19.486,0.0731,20.385999999999996,0.0255,19.6265,0.0455,1.6910,-0.6903,16.254708152570682,2.1940913362157715
52264,313146,1122.598,10551.24,20.839,0.1940,21.577999999999996,0.0534,20.9595,0.1161,1.7980,-2.3813,16.260915096708455,2.194093351655229
52267,313147,1653.834,10551.73,20.804000000000002,0.2038,21.283,0.0443,20.697499999999998,0.0919,1.8503,-0.3817,16.2372874743209,2.1941157787083965
52268,313148,1792.704,10551.82,20.61,0.1674,21.058,0.0374,20.627499999999998,0.0992,1.8913,-1.0250,16.231110993367693,2.1941198870045837
52270,313149,2101.782,10551.97,19.422,0.0698,20.445999999999998,0.0286,19.7605,0.0553,1.7910,-0.5470,16.21736421842699,2.194126703299666
52272,313145,744.436,10552.16,16.639000000000003,0.0218,18.357,0.0139,17.2795,0.0159,2.1763,-0.0627,16.277734484722256,2.194133550365551
52273,313150,2692.524,10552.25,19.315,0.0679,20.214999999999996,0.0227,19.4805,0.0406,1.6830,-0.6713,16.191089951294078,2.1941390826749143
52275,313155,3627.858,10552.64,19.523,0.0700,20.421,0.0131,19.7125,0.0458,1.4560,-0.3777,16.149489380063,2.1941553703120973
52277,313152,924.305,10552.75,20.291,0.1223,21.073999999999998,0.0364,20.5935,0.0873,1.7153,-0.7570,16.26973451275363,2.194160123716004
52280,313154,1000.475,10552.91,20.057,0.0930,20.994999999999997,0.0375,20.330499999999997,0.0713,1.6023,-0.3960,16.26634672476535,2.1941673707049127
52282,313156,4420.704,10553.16,17.702,0.0345,18.546,0.0119,17.8815,0.0248,2.2853,-0.0257,16.114226250442343,2.194176689954287
52284,313163,1062.605,10553.45,21.84,0.4803,21.681999999999995,0.0578,21.406499999999998,0.1751,2.0207,-1.9560,16.263583389514306,2.194191475583096
52287,313164,2700.704,10553.53,20.092,0.1140,20.875,0.0329,20.214499999999997,0.0710,1.7940,-0.8623,16.190726131150928,2.1941959665796773
52289,5003019,3423.125,10553.74,22.062,1.3564,,,21.906499999999998,0.2050,2.1185,-1.6645,16.15859522338308,2.1942045860747594
52290,5003020,3383.836,10553.76,22.017,0.8999,22.924999999999997,0.0634,22.0215,0.2704,1.8980,0.1260,16.16034266811226,2.1942055314910207
52293,313161,782.490,10553.93,20.434,0.1457,20.83,0.0313,20.3645,0.0772,1.7840,-0.2343,16.27604197321745,2.194212293741023
52295,313162,823.098,10554.47,20.257,0.1232,21.113,0.0398,20.7355,0.1006,1.7870,-0.6477,16.274235865847487,2.1942363744276543
52296,313171,1863.019,10554.52,20.929000000000002,0.2098,21.189999999999998,0.0420,20.5825,0.0881,1.7777,-0.3623,16.227983614581923,2.1942399303599225
52297,313170,1497.787,10554.57,21.059,0.2119,21.537,0.0510,21.051499999999997,0.1165,1.7323,-0.4717,16.24422793374767,2.194241846872416
52298,172480,1414.327,10554.65,21.763,0.3744,22.14,0.0774,21.470499999999998,0.1744,1.8703,-1.1517,16.247939959643045,2.194245307790315
52299,313169,1389.348,10554.67,20.676000000000002,0.1697,22.003,0.0681,21.2345,0.1384,1.7890,0.2707,16.24905094322085,2.194246166568416
52304,313173,3669.666,10555.00,20.714,0.1914,21.888999999999996,0.0270,21.2825,0.1500,1.7393,-1.4427,16.147629895438993,2.194260183869836
52305,313168,1194.810,10555.03,19.388,0.0631,20.293999999999997,0.0252,19.6205,0.0494,1.6847,-0.3520,16.2577033513641,2.1942619037191586
52307,313172,3556.185,10555.12,20.961000000000002,0.3014,21.992999999999995,0.0282,21.3845,0.1643,1.7320,-1.6670,16.15267715339991,2.194265711832249
52310,172486,4168.624,10555.36,23.007,1.3107,22.680999999999997,0.0455,22.313499999999998,0.3093,1.5497,-3.7180,16.125437911434997,2.1942751256742445
52311,313178,4132.412,10555.85,20.8,0.1925,21.5,0.0203,20.9135,0.1130,1.6593,-0.3073,16.12704849829734,2.1942969909538714
52312,313176,3017.077,10555.97,19.172,0.0671,20.052999999999997,0.0210,19.3915,0.0410,1.7757,-0.6260,16.176654897214096,2.1943041816825053
52315,313177,3419.669,10556.25,17.457,0.0233,18.54,0.0097,17.7105,0.0176,1.7287,-0.1867,16.15874893152837,2.194316144981219
52316,5001430,1951.324,10556.36,,,23.814999999999998,0.2822,22.5555,0.5068,1.6330,-1.1465,16.224056098584093,2.194321754369258
52317,313181,4182.776,10556.37,20.257,0.1262,20.878,0.0152,20.3235,0.0656,1.5353,-0.7377,16.124808475882364,2.1943199790436383
52318,172513,3937.107,10556.49,21.482,0.3590,21.936999999999998,0.0271,21.3125,0.1652,1.8687,0.3053,16.13573500859453,2.194325878890969
52319,313175,312.275,10556.58,20.383,0.1718,20.916999999999994,0.0393,20.3265,0.0861,1.9903,-1.0363,16.29695556278634,2.1943289723533237
52320,313180,2161.045,10556.80,20.509,0.1675,21.683,0.0576,20.950499999999998,0.1166,1.8767,-1.0277,16.214728395395817,2.194341381057363
52321,313179,585.368,10557.03,20.687,0.1758,21.247,0.0419,20.5855,0.0885,1.8280,-0.8990,16.284809306341998,2.194349644901183
52325,172524,4071.301,10557.59,21.273,0.2923,22.213,0.0331,21.6195,0.1937,1.7517,-1.7617,16.129766506653407,2.194374467386628
52329,313185,3857.132,10558.27,20.696,0.1758,21.299,0.0214,20.6865,0.0842,1.4920,-1.1810,16.139292026210295,2.194405156013821
52333,313189,1206.488,10558.52,19.619,0.0740,19.866,0.0182,19.7415,0.0521,1.6773,-0.7667,16.257183957147166,2.1944170296330396
52338,313188,368.895,10558.89,19.892,0.0953,20.082,0.0234,19.9275,0.0551,1.7193,-0.6390,16.294437301739958,2.19443178496991
52339,313192,3447.883,10558.92,21.223,0.2660,21.723,0.0263,21.0185,0.1306,1.7697,-1.0143,16.157494062506082,2.194434768096693
52341,313190,1217.363,10559.12,20.948,0.2017,21.793,0.0596,21.3265,0.1571,1.8470,-0.9527,16.256700273849287,2.1944437117244946
52342,313194,4239.528,10559.20,18.406,0.0411,19.412999999999997,0.0106,18.6385,0.0244,1.6157,0.2450,16.122284331668588,2.1944456125777942
52343,313193,3568.508,10559.37,20.476,0.1531,21.098999999999997,0.0174,20.5595,0.0859,1.6597,-1.3443,16.15212906088834,2.1944545774920496
52347,172555,1860.483,10559.88,21.262,0.2538,21.738,0.0608,21.2335,0.1333,1.7153,-0.2837,16.228096410431647,2.19447814749722
52349,313199,4020.451,10560.12,19.934,0.0963,20.775999999999996,0.0158,20.1995,0.0649,1.5613,-0.2977,16.13202813907565,2.1944870263890315
52350,313198,3236.959,10560.19,20.818,0.2149,21.559999999999995,0.0251,20.825499999999998,0.1025,1.7527,-0.6467,16.166875264919817,2.1944914982431176
52351,172570,3681.517,10560.29,21.605,0.3983,22.250999999999998,0.0334,21.554499999999997,0.1867,1.7907,0.2743,16.147102793756254,2.194495270024164
52352,313197,1147.597,10560.30,20.869,0.1898,21.674999999999997,0.0552,21.112499999999997,0.1283,1.7753,-1.0303,16.259803236655134,2.1944960510780525
52353,5003024,3470.068,10560.59,21.643,0.7081,22.39,0.0479,21.8085,0.2116,1.7073,-2.2767,16.156507344734745,2.194508955623966
52355,313203,3860.723,10560.87,20.246,0.1387,21.092999999999996,0.0189,20.537499999999998,0.0773,1.5927,-0.0330,16.139132305724953,2.194520702431118
52356,313201,2174.535,10560.96,20.284,0.1464,21.147999999999996,0.0440,20.557499999999997,0.0987,2.0130,0.1030,16.214128405038952,2.194526269789569
52357,172553,781.284,10561.01,20.091,0.1044,20.851999999999997,0.0320,20.3265,0.0696,1.5523,-0.1320,16.276095624969965,2.1945269530478475
52359,313202,3700.591,10561.35,20.02,0.1059,20.826,0.0146,20.3125,0.0738,1.6080,-0.2393,16.14625444379871,2.194542345704436
52361,313206,3344.645,10561.59,21.026,0.2424,21.626999999999995,0.0227,21.014499999999998,0.1160,1.6880,-0.4367,16.16208574464758,2.1945535805537797
52362,313207,3909.111,10562.20,20.243000000000002,0.1206,21.128,0.0172,20.444499999999998,0.0774,1.5900,-0.3833,16.136980166278445,2.194579712191993
52365,313208,1854.801,10562.72,19.642,0.0788,19.881999999999998,0.0186,19.7715,0.0502,1.6687,-1.1190,16.228349128736692,2.1946043643990594
52366,313210,4308.879,10563.01,20.785,0.1980,21.448999999999998,0.0190,20.8415,0.1297,1.8223,-0.4040,16.119199824048515,2.1946147635907565
52368,313209,3465.928,10563.13,19.287,0.0624,20.266,0.0134,19.5585,0.0426,1.5227,-0.4890,16.156691474779606,2.1946218490914386
52371,172606,778.208,10563.32,20.656,0.1380,21.260999999999996,0.0413,20.743499999999997,0.0996,1.5553,0.0267,16.276232439422206,2.194629611871581
52372,313215,2887.526,10564.02,19.848,0.1045,20.641999999999996,0.0306,19.7995,0.0527,1.8273,-0.9630,16.182416894705693,2.194662063313769
52373,5003026,4053.549,10564.04,21.506,0.6489,22.866999999999997,0.0534,23.264499999999998,0.5140,1.9263,-0.8773,16.130556042745464,2.194661170509187
52376,313214,1299.672,10564.39,19.782,0.0998,20.570999999999998,0.0309,19.9685,0.0595,1.6950,0.2010,16.25303944746978,2.1946780451395855
52377,313220,2532.983,10564.51,20.276,0.1448,21.016,0.0404,20.342499999999998,0.0854,2.0297,0.0017,16.19818580843443,2.194684026377459
52380,313221,3075.173,10564.77,21.917,0.3946,21.989999999999995,0.0559,21.5525,0.1841,1.9283,-1.4627,16.174070970182278,2.1946952306956535
52385,172620,4002.200,10565.51,21.19,0.2736,22.201999999999998,0.0313,21.8355,0.2363,1.7983,-1.6320,16.13283987167616,2.1947266190799835
52387,313223,3285.614,10565.96,17.201,0.0225,17.601,0.0110,17.2675,0.0169,2.3037,0.3667,16.16471124405269,2.1947478778896046
52388,172633,3384.806,10566.14,21.862000000000002,0.5611,22.805999999999997,0.0548,22.0045,0.2388,1.6490,-3.6277,16.160299509962012,2.19475574393139
52390,172641,3397.843,10566.49,21.348,0.2848,22.119,0.0392,21.5395,0.1968,1.8390,-0.9343,16.159719666675212,2.1947712806915303
52392,313225,1780.427,10566.82,19.557,0.0746,20.414,0.0245,19.6925,0.0542,1.7533,-0.0913,16.231657043500967,2.1947865351034825
52399,172653,2669.675,10567.64,20.834,0.2240,21.914,0.0655,21.281499999999998,0.1404,1.9147,-0.1017,16.192106193328392,2.194823083509018
52403,313230,2817.034,10568.09,22.118000000000002,0.3385,21.771,0.0600,21.3915,0.1579,1.8657,-3.4680,16.185552145805165,2.1948429996112955
52404,313231,1296.238,10568.46,17.888,0.0298,18.906,0.0121,18.1005,0.0185,1.5587,-0.5007,16.25319218541192,2.194858926652726
52408,313237,2727.462,10569.44,20.439,0.1544,20.924999999999997,0.0340,20.5265,0.0883,1.8383,-0.9177,16.189536015275433,2.194903052942659
52410,313238,2929.621,10569.45,19.211000000000002,0.0612,20.095,0.0216,19.3875,0.0406,1.6777,-0.6110,16.18054464292493,2.1949033599368066
52411,313234,961.936,10569.54,20.343,0.1354,21.418,0.0452,20.6845,0.0854,1.7143,-1.3430,16.268060838081425,2.1949064025142793
52417,313235,2167.018,10570.16,18.631,0.0484,19.607999999999997,0.0179,18.8435,0.0273,1.7170,-0.2823,16.214462738240133,2.1949351511308346
52424,313240,2709.960,10570.77,20.900000000000002,0.2221,21.485,0.0505,20.8845,0.1106,1.8970,-0.4423,16.190314446520613,2.1949621725235624
52425,313241,2745.773,10571.14,20.374,0.1429,21.305,0.0459,20.717499999999998,0.0974,1.8457,-1.3907,16.18872160085785,2.194978597135301
52426,313242,3504.959,10571.22,19.997,0.1099,20.894999999999996,0.0164,20.3375,0.0696,1.6083,-0.2777,16.154955493316965,2.1949813386991353
52429,172698,3904.254,10571.59,20.82,0.1993,22.047999999999995,0.0276,21.7675,0.2204,1.7273,-1.3423,16.137196171695027,2.194997049174835
52430,313245,2635.616,10571.60,19.709,0.0799,20.605999999999995,0.0293,19.897499999999997,0.0577,1.7153,-0.6047,16.193621025011172,2.194999096103405
52431,313243,1228.477,10571.68,20.897000000000002,0.1976,21.930999999999997,0.0658,21.2245,0.1376,1.7807,-2.0563,16.25620597603027,2.1950019414098145
52433,172719,1495.406,10571.97,21.47,0.3167,21.641,0.0559,21.531499999999998,0.1916,1.9250,-0.2627,16.24433384971798,2.1950151659096773
52434,5003030,1292.269,10572.05,22.86,2.3140,23.338,0.1294,23.3785,1.3025,2.0627,-2.8367,16.25336871784794,2.1950184744166426
52435,313244,1582.746,10572.09,19.364,0.0664,20.29,0.0242,19.5935,0.0463,1.6893,-0.8643,16.24044925227293,2.1950205885966576
52438,172723,3547.852,10572.44,21.797,0.5806,22.294999999999995,0.0419,21.7135,0.2142,1.8223,-0.4330,16.153047752208895,2.19503549136612
52439,313247,578.220,10572.66,20.494,0.1525,21.344,0.0463,20.868499999999997,0.1088,1.8297,-0.8197,16.285127257666623,2.1950442841823143
52440,172722,3314.314,10572.77,21.158,0.2402,22.684999999999995,0.0481,22.313499999999998,0.3080,1.6490,-1.3467,16.16343475431072,2.19505050253883
52441,313248,3440.923,10572.92,20.087,0.1037,21.085,0.0190,20.4455,0.0782,1.5683,-1.0323,16.157803601555063,2.1950569911559703
52443,313249,4081.789,10573.02,20.006,0.1104,20.912,0.0173,20.296499999999998,0.0681,1.6267,0.2223,16.12930000317495,2.1950602098316043
52447,313251,3988.094,10573.99,19.071,0.0580,20.058,0.0136,19.3535,0.0406,1.6693,0.2567,16.133467242597227,2.195103533329527
52451,172741,4176.021,10574.49,21.527,0.3331,22.201999999999998,0.0332,21.7095,0.2136,1.7110,-0.5710,16.12510887543749,2.1951253161229323
52455,313255,839.094,10574.71,19.468,0.0720,20.445999999999998,0.0250,19.7575,0.0541,1.7340,-0.5097,16.27352445258574,2.1951359472622713
52457,313256,1156.278,10575.17,20.597,0.1672,21.225,0.0426,20.8925,0.1096,1.8333,-0.7650,16.259417154925146,2.195156943122358
52458,313260,4093.209,10575.37,18.965,0.0544,20.019999999999996,0.0125,19.2215,0.0390,1.6533,-0.5730,16.12879207471913,2.1951646258438924
52465,172780,3037.137,10576.06,21.622,0.3605,,0.1455,22.7505,0.8957,1.3567,3.3380,16.175762677084297,2.19519703816197
52468,313265,1819.795,10576.35,19.59,0.0782,20.473999999999997,0.0257,19.8125,0.0526,1.7073,-0.3287,16.229906089100268,2.195210111000395
52469,172774,1250.776,10576.38,20.968,0.2436,21.147999999999996,0.0408,20.8935,0.1146,1.7307,-0.2613,16.255214195718782,2.1952108587461656
52470,313259,3051.309,10576.40,20.954,0.1963,21.812999999999995,0.0590,21.1805,0.1380,1.4773,0.3373,16.175132352481985,2.195212135367477
52473,313264,1253.140,10577.02,20.662,0.1791,21.422999999999995,0.0492,20.993499999999997,0.1247,1.6883,-0.3170,16.255109053558428,2.1952393060710302
52474,313268,3034.838,10577.56,19.407,0.0721,20.259999999999998,0.0217,19.5075,0.0417,1.6477,-0.3187,16.175864927816107,2.1952637060089444
52475,313269,3487.669,10577.87,20.477,0.1532,21.375,0.0201,20.711499999999997,0.0942,1.6463,-0.6943,16.155724486306834,2.1952769167023276
52476,313270,3509.156,10577.95,20.599,0.1662,21.314,0.0200,20.726499999999998,0.0972,1.6693,-0.4890,16.154768815018684,2.195280438570033
52477,172802,3345.095,10578.06,21.003,0.2324,21.803999999999995,0.0257,21.665499999999998,0.1801,1.6067,0.1280,16.1620657099441,2.1952855687269004
52478,313267,1176.176,10578.16,20.123,0.0937,21.053999999999995,0.0373,20.5735,0.0913,1.6917,-0.3770,16.25853216131303,2.1952898601411914
52479,172804,4225.840,10578.32,21.304000000000002,0.2654,22.391999999999996,0.0376,22.8145,0.4875,1.7763,-0.3247,16.12289308435195,2.195295411373922
52481,313274,468.197,10578.46,20.685,0.1760,21.501999999999995,0.0513,20.9695,0.1242,1.8730,-1.3313,16.290020725998957,2.1953017974647064
52486,172800,496.582,10579.01,21.976,0.6457,21.784,0.0617,21.6845,0.2124,1.9350,-0.4563,16.28875825709788,2.1953263102254756
52487,172823,3115.629,10579.01,21.741,0.5228,22.467,0.0685,21.8615,0.2572,1.9253,-2.3357,16.17227160640361,2.1953280681948417
52488,313278,4059.783,10579.02,16.703000000000003,0.0195,18.134,0.0101,17.2225,0.0144,2.0150,0.0947,16.130278744193685,2.1953269233296195
52489,172852,752.397,10579.33,19.974,0.1082,20.714,0.0278,20.0975,0.0597,1.7113,0.2380,16.277380456495575,2.195341103413714
52492,313277,2730.481,10579.50,21.19,0.2453,21.741999999999997,0.0578,21.354499999999998,0.1531,1.8197,-1.5317,16.189401735023278,2.195350155656146
52498,313279,3173.384,10580.24,20.976,0.2671,21.138999999999996,0.0238,21.0215,0.1208,1.6853,-0.3473,16.16970285129253,2.1953826706351527
52501,313281,823.794,10580.93,19.279,0.0625,20.211,0.0217,19.5305,0.0454,1.6817,-0.6150,16.274204956959203,2.195412357387002
52502,313283,3140.863,10580.96,19.078,0.0546,19.662999999999997,0.0126,19.2165,0.0342,1.5823,-0.4197,16.17114927852699,2.19541470638423
52503,313286,2761.266,10581.61,20.311,0.1372,21.126999999999995,0.0388,20.592499999999998,0.0897,1.8100,0.1990,16.188032517168065,2.195443914444649
52505,172855,3347.557,10581.69,21.123,0.3157,21.790999999999997,0.0251,21.8185,0.2174,1.5990,-1.1087,16.16195620378933,2.195446896219801
